SISTEMINIS_NUMERIS;DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA
7828;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2130/15(2.1.4E-SR7);2015;26-NOV-15;25-NOV-17;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-2130/15(2.1.4E-SR7) 2015-11-26";2850
7829;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2130/15(2.1.4E-SR7);2015;26-NOV-15;25-NOV-17;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-2130/15(2.1.4E-SR7) 2015-11-26";2850
7830;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2130/15(2.1.4E-SR7);2015;26-NOV-15;25-NOV-17;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-2130/15(2.1.4E-SR7) 2015-11-26";2850
7614;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";;2015;15-JUL-15;15-AUG-15;"Trajana, UAB";300592932;"Gelžbetonio dangos demontavimas ir išvežimas,  tvoros, suoliukų  remontas, dangos atstatymas.";2864.07
7615;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-13/15(3.10.23-AD4);2015;15-JUL-15;15-AUG-15;"Fabregas, UAB";303089936;"Informacinio stendo pardavimas, pastatymas.";547.83
7623;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-32631/15;2015;15-SEP-15;;"Ecoservice, UAB";123044722;"sutarties UAB ""Aketonas"" A50-26452/15  2015.07.28 7559 perėmimas";29447.29
7671;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-136/15(3.10.22-AD4);2015;02-SEP-15;20-SEP-15;"Kelionių laikas, UAB";125931331;"Naujamiesčio bendruomenės senjorų išvykos organizavimas";2990
7692;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-163/15(3.10.22-AD4);2015;23-SEP-15;28-DEC-15;"Vilkpėdės bendruomenės socialinių paslaugų centras, VšĮ";125248410;"Kalėdų šventės renginio organizavimas";2933.1
7759;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";;2015;21-OCT-15;31-DEC-15;"VšĮ ASORTI studija";303384192;"Šokių pamokų ir festivalio organizavimo paslaugos.";1595
7816;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-49/15(3.10.23-TD2);2015;23-NOV-15;23-NOV-16;"Mineraliniai vandenys ir alus, UAB";222777320;"Pagrindinė sutartis CPO000444";145.2
7824;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-119/15(3.10.22-AD4);2015;03-AUG-15;28-SEP-15;"MB „Martyno Marozo architektūra ir planavimas“";303091182;"Neries krantinių atnaujinimo galimybių tyrimo paslaugų pirkimas";3000
7835;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-198/15(3.10.22-TD2);2015;06-NOV-15;26-DEC-15;"VšĮ ""Lendvarė""";300562184;"Perkamos 2-jų renginių organizavimo paslaugos.";1700
7836;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-197/15(3.10.22-TD2);2015;05-NOV-15;27-NOV-15;"Virtualmedia UAB";302250482;"Interneto paslaugos-svetainės sukūrimas";540
7843;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";PSkbi-12752;2015;06-JAN-15;01-JAN-18;"Vilniaus vandenys, UAB";120545849;"Dėl naepgyvenditiems socialiniams būstams suteiktų geriamojo vandens tiekimo ir nuotekų tvarkymo paslaugų apmokėjimo";
7619;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-154/15(3.10.22-AD4);2015;18-SEP-15;17-SEP-16;"Omnitel, UAB";110305282;"Paslaugų teikimo sutartis Nr A64-154/15(3.10.22-AD4) Trumpojo numerio 1664 operatoriaus ryšio tinklu iš UAB ""Omnitel""paslaugos pirkimas";1781.89
7620;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-153/15(3.10.22-AD4);2015;18-SEP-15;17-SEP-16;"CSC Telecom, UAB";111818067;"Paslaugų teikimo sutartis Nr A64-153/15(3.10.22-AD4) Trumpojo numerio 1664 operatoriaus ryšio tinklu iš UAB ""CSC Telecom""paslaugos pirkimas";1740.99
7621;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-155/15(3.10.22-AD4);2015;18-SEP-15;17-SEP-16;"Bitė Lietuva, UAB";110688998;"Paslaugų teikimo sutartis Nr A64-155/15(3.10.22-AD4) Trumpojo numerio 1664 operatoriaus ryšio tinklu iš UAB ""Bitė Lietuva""paslaugos pirkimas";1737.72
7622;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-156/15(3.10.22-AD4);2015;18-SEP-15;17-SEP-16;"Telia Lietuva, AB";121215434;"Paslaugų teikimo sutartis Nr A64-156/14(3.10.22-AD4) Trumpojo numerio 1664 operatoriaus ryšio tinklu  iš UAB ""TEO LT""paslaugos pirkimas";821.64
7718;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-20/15(3.10.23-AD4);2015;10-SEP-15;05-DEC-15;"Adoria IT Group, UAB";302984017;"Nešiojamas kompiuteris";596.71
7797;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-45/15(3.10.23-TDŽ);2015;17-NOV-15;17-NOV-18;"Arkela, UAB";222397930;"Raktų gamybos pirkimo sutartis";
7834;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-42/15(3.10.23-TD2);2015;11-NOV-15;30-NOV-15;"Vidiksa, IĮ";301786541;"Vaizdo stebėjimo sistemų įsigijimas ir įrengimas Kovo 11-osios g. Grigiškėse";1500.62
7885;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-218/15(3.10.22-TD2);2015;07-DEC-15;09-DEC-15;"Teatriukas, VšĮ";124544246;"2015-12-09 organizuojamas teatralizuotas Kalėdinis koncertas, dalyvaujant Kalėdų seneliui.";2805
7886;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-118/15(3.10.21-TD2);2015;30-NOV-15;30-DEC-15;"Projektų lyga, MB";304057578;"Salės remontas";4472.53
7887;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-119/15(3.10.21-TD2);2015;04-DEC-15;30-DEC-15;"Projektų lyga, MB";304057578;"Suoliukų remontas, saulės laikrodžio įrengimas, informacinės lentos pastatymas.";4586.99
7889;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";;2015;30-NOV-15;15-JAN-16;"Lentvario komunalinis ūkis, UAB";181382772;"Kalėdų eglės pastatymas ir papuošimas";868.78
7891;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A55-12089/15;2015;09-DEC-15;22-DEC-15;"G.Zinkevičienės PĮ";124901029;"maisto produktai ir maisto prekės renginiams";1453.42
7892;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-216/15(3.10.22-TD2);2015;01-DEC-15;31-DEC-17;"Verkių būstas, UAB";302813393;"Bendruomenės centro, Baltupio g.37, patalpų administravimo, priežiūros ir eksploatavimo paslaugos";5599.2
7912;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-53/15(3.10.23-TD2);2015;15-DEC-15;28-DEC-15;"Tamsta, UAB";121437036;;1599
7913;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-225/15(3.10.22-TD2);2015;15-DEC-15;30-DEC-15;"VšĮ Vilniaus Keistuolių teatras";300090303;;700
7955;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-215/15(3.10.22-TD2);2015;01-DEC-15;01-DEC-16;"Juoda raidė, UAB";134930246;"2015-12-01 sutartis plakatams";159.12
7981;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-939/16;2016;11-JAN-16;07-APR-17;"Eurovia Lietuva";121949798;"sutarties UAB ""Gatvių statyba""	A62-11/14(3.10.21-UK) 2014.04.07 5705 perėmimas";535534.35
8071;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-425/16(2.1.4E-SR7);2016;02-MAR-16;01-MAR-18;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-425/16(2.1.4E-SR7) 2016-03-02";2823.8
8091;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-19/16(3.10.22-TD2);2016;17-MAR-16;11-APR-18;"Stebulė, UAB";122211549;"Vilniaus miesto Pietinės-Rytinės dalies teritorijų sanitarinio valymo ir želdinių priežiūros pasluagos";3301000
8092;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-20/16(3.10.22-TD2);2016;17-MAR-16;11-APR-18;"Stebulė, UAB";122211549;"Vilniaus miesto Šiaurinės dalies teritorijų sanitarinio valymo ir želdinių priežiūros paslaugos";2840000
8093;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-21/16(3.10.22-TD2);2016;17-MAR-16;29-DEC-18;"Būsto aplinka, UAB (buv. Mano aplinka, UAB)";303297727;"Vilniaus miesto Vakarinės II dalies teritorijų dalies sanitarinio valymo ir želdinių priežiūros paslaugos";2749000
8094;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-22/16(3.10.22-TD2);2016;17-MAR-16;12-APR-18;"Būsto aplinka, UAB (buv. Mano aplinka, UAB)";303297727;"Vilniaus miesto Vakarinės I dalies teritorijų dalies sanitarinio valymo ir želdinių priežiūros paslaugos";1864000
8121;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";KT-258;2016;26-FEB-16;26-FEB-17;"Registrų centras, VĮ";124110246;"Elektroninių aukcionų vykdymo sutartis";
