SISTEMINIS_NUMERIS;DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA
12172;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-102/20;2020;25-FEB-20;31-DEC-20;"Lietuvos žmonių su negalia sąjunga";191909625;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";96500
11931;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A72-223/19;2019;16-DEC-19;16-DEC-23;"UAB VIAPROJEKTAS";300583292;"Vilniaus miesto ypatingos kategorijos susisiekimo komunikacijų su inžineriniais tinklais projektavimo ir statinio projekto vykdymo priežiūros paslaugos";12100000
11933;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-459/19;2019;19-DEC-19;19-DEC-23;"UAB Sweco Lietuva";301135783;"Vilniaus miesto ypatingos kategorijos susisiekimo komunikacijų su inžineriniais tinklais projektavimo ir statinio projekto vykdymo priežiūros paslaugos";12100000
11974;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-265/19;2019;16-DEC-19;13-JAN-20;"Daviska, UAB";302904170;"PVC IR KILIMINĖS DANGŲ KLOJIMO DARBŲ PIRKIMO SUTARTIS";12049.6
12064;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-274/19;2019;06-AUG-19;06-OCT-19;"Trojeta UAB";304716523;"konsultavimo paslaugos";3593.7
12080;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-51/20;2020;31-JAN-20;31-DEC-20;"VšĮ Grijos vaikai";300617008;"Biudžeto lėšų naudojimo sutartis";11000
12081;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-45/20;2020;31-JAN-20;31-DEC-20;"VŠĮ ""Atsigręžk į vaikus""";124015620;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";14000
12099;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-20/20;2020;28-JAN-20;01-JUN-20;"CGI Lithuania, UAB";210316340;;
12109;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-770/19;2019;12-DEC-19;12-MAR-20;"Dallis, UAB";302626080;"Taksi pavėžėjimo paslauga";3629.99
12124;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A252-106/19(3.10.15E-AD6);2019;04-FEB-19;30-JAN-20;"Efektyvi vadyba, UAB";304640043;"VMSA administracijos vykdomų viešųjų pirkimų procesų analizės paslaugos";3000
12151;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-73/20;2020;19-FEB-20;31-DEC-20;"VšĮ ""GO Vilnius""";123641468;"Biudžeto lėšų naudojimo sutartis";2437033
12179;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-105/20;2020;25-FEB-20;31-DEC-20;"Nacionalinis socialinės integracijos institutas, VŠĮ";302326599;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";56800
12182;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-101/20;2020;25-FEB-20;31-DEC-20;"Lietuvos specialiosios kūrybos draugija GUBOJA";190730936;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";30000
12183;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-108/20;2020;25-FEB-20;31-DEC-20;"Grigiškių neįgaliųjų draugija";125102843;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";12000
12186;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-106/20;2020;21-FEB-20;30-JUN-20;"Vildika, UAB";123633891;"Stelažo konstrukcijos";279.17
12188;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A252-105/20;2020;21-FEB-20;30-JUN-20;"Eigida, UAB";300655610;"Persirengimo suoliukai";653.04
12189;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A291-111/20;2020;25-FEB-20;31-DEC-20;"Vilniaus jaunimo informacijos ir savanorystės centras, VšĮ";124362553;"Biudžeto lėšų naudojimo sutartis";36500
12190;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A291-113/20;2020;25-FEB-20;31-DEC-20;"Vilniaus policijos klubas vaikams ir jaunimui, VŠĮ";125453454;"Biudžeto lėšų naudojimo sutartis";58100
11916;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2492/19;2019;18-DEC-19;;"Lietuvos energetikos muziejus, VŠĮ";126142730;"2019-12-09 Nr. A15-2408/19";25200
11917;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2491/19;2019;18-DEC-19;;"Vilniaus vaikų ir jaunimo meno galerija VŠĮ";300024075;"2019-12-09 Nr. A15-2408/19";2000
11918;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2490/19;2019;18-DEC-19;;"Skalvijos kino teatras VŠĮ";122240248;"2019-12-09 Nr. A15-2408/19";3300
11919;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2487/19;2019;18-DEC-19;;"Valstybinis Vilniaus Gaono žydų muziejus";190757374;"2019-12-12 Nr. A15-2454/19";3000
11927;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";517-2;2019;26-NOV-19;26-NOV-19;"Etnodizainas, MB";304824342;"Vilniaus suvenyras";1755.6
11928;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";548;2019;10-DEC-19;10-DEC-19;" SMAILER LT, UAB";305203922;"""Neakivaizdinis Vilnius"" žiemos suvenyras";2268.75
12023;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-14/20;2020;14-JAN-20;31-DEC-20;"VšĮ Vilniaus SOS vaikų kaimas";124009158;"Biudžeto lėšų naudojimo sutartis";610600
12024;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-15/20;2020;14-JAN-20;31-JAN-20;"VšĮ Vilniaus SOS vaikų kaimas";124009158;"Biudžeto lėšų naudojimo sutartis";38258.33
12029;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-26/20;2020;16-JAN-20;31-DEC-20;"VšĮ Pal.J. Matulaičio šeimos pagalbos centras";126366917;"Biudžeto lėšų naudojimo sutartis";391300
12030;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-27/20;2020;17-JAN-20;31-DEC-20;"Visuomeninė organizacija Gelbėkit vaikus";190780953;"Biudžeto lėšų naudojimo sutartis";147400
12033;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-13/20;2020;14-JAN-20;31-DEC-20;"Labdaros ir paramos fondas „Vilties centras“";192029688;"Biudžeto lėšų naudojimo sutartis";52000
12058;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-129/19;2019;06-DEC-19;02-DEC-20;"Omgema, UAB";234853110;;1336.81
12094;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-379/19;2019;18-OCT-19;18-APR-20;"UAB DGE Baltic Soil and Environment";300085690;"Daugiafunkcio sveikatinimo, ugdymo, švietimo, kultūros ir užimtumo skatinimo komplekso atrankos dėl poveikio aplinkai vertinimo informacijos parengimo ir Aplinkos apsaugos agentūros išvados gavimo paslaugos";4840
12096;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-28/20;2020;05-FEB-20;04-FEB-21;"Civitta, UAB";302477747;;
12097;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-311/19;2019;27-AUG-19;26-AUG-20;"Civitta, UAB";302477747;;
12098;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-311/19;2019;27-AUG-19;26-AUG-20;"Civitta, UAB";302477747;;
12118;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-62/20;2020;12-FEB-20;31-DEC-20;"VšĮ Užimtumo terapijos centras";302526977;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";7000
12126;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-437/18;2018;23-MAR-18;31-DEC-18;"UAB Plentprojektas";300715445;"susisiekimo komunikacijų vilniaus m. T.Kosciuškos ir Olandų g. statybos techninio projekto parengimo paslaugos";15972
12191;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-181/20;2020;27-FEB-20;;"Skalvijos kino teatras VŠĮ";122240248;"Dotacijos sutartis, 2020-02-12 Nr. 1-417";74200
11965;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2509/19;2019;20-DEC-19;;"VšĮ ""Vilniaus kino biuras""";302699057;"2019-12-19 Nr. A297-384/19";1000
11978;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-465/19;2019;23-DEC-19;23-JAN-20;"Darbasta, UAB";123436424;"Senojo Molėtų plento jungties su Mokslininkų g. Vilniaus m. statybos projektas";5082
11979;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2519/19;2019;23-DEC-19;;"Vilniaus keliautojų klubas";191185780;"2019-12-10 įsakymas Nr. A15-2420/19";1000
11993;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-437/19;2019;11-DEC-19;29-DEC-19;"Vilniaus Čiurlionio trikampio bendruomenė";304439325;"Naujamiesčio bendruomenės šventė. Spektaklis vaikams ir interaktyvus edukacinis žaidimas.";2805
11994;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2535/19;2019;31-DEC-19;31-DEC-20;"SOTAS, VŠĮ";195746022;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";69000
12005;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-468/19;2019;30-DEC-19;;"Svema, UAB";300126532;"SUSITARIMAS DĖL 2019-01-31 SUTARTIES NR. A64-33/19 PASLAUGŲ TEIKIMO TERMINŲ PRATĘSIMO";1000
12006;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A68-145/19;2019;30-DEC-19;;"Mineraliniai vandenys ir alus, UAB";222777320;"SUSITARIMAS DĖL 2017-07-12 SUTARTIES NR. A68-25/17 (3.10.23-TD2) (CPO39578) PREKIŲ TEIKIMO TERMINŲ PRATĘSIMO";
12017;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-240/19;2019;01-JUL-19;01-MAR-19;"UAB Enero";302521962;"religinės paskirties pastato Šv. Kotrynos bažnyčios Vilniaus g. 30, Vilniuje, tvrakybos darbų projekto parengimo statybą leidžiančio dokumento gavimo ir statinio priežiūros paslaugos";42216.31
12105;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-1645/19;2019;02-OCT-19;31-DEC-19;"VšĮ Northtown Vilnius";125967014;"vilniaus miesto inovacijų pramonės parko verslo inkubatoriaus ir gatvių projektavimo darbai";150000
12106;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-58/20;2020;11-FEB-20;31-DEC-20;"VŠĮ Pal.J.Matulaičio socialinis centras";225014650;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";17000
12131;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-46/20;2020;18-FEB-20;18-FEB-23;"Ekspertika UAB";135840360;"Statinių būklės ekspertizėss paslaugos";192262.95
12132;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-47/20;2020;18-FEB-20;18-FEB-23;"Ekspertika UAB";135840360;"Pastato konstrukcijų ir inžinierinių tinklų atliktų remonto darbų apimčių atitikimo sąmatai, atliktų remonto darbų pagrįstumo, kainos ir kokybės įvertinimo paslaugos";95832
12150;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-49/20;2020;21-FEB-20;20-MAR-20;"Apus turtas, UAB";302249875;"Dėl pirkimo sutarties";241.61
12153;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-83/20;2020;21-FEB-20;31-DEC-20;"Pagalbos ir informacijos šeimai tarnyba";301790792;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS PASLAUGŲ BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";80000
12154;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-81/20;2020;21-FEB-20;31-DEC-20;"Išsėtinės sklerozės draugija ""Feniksai""";304076906;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS PASLAUGŲ BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";8000
12156;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-80/20;2020;21-FEB-20;31-DEC-20;"Maltos ordino pagalbos tarnyba";190740859;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS PASLAUGŲ BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";46000
11929;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";261;2019;09-OCT-19;06-JUN-19;"Ecoservice, UAB";123044722;"Sulūžusių baldų išvežimas";350
11945;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2506/19;2019;19-DEC-19;31-DEC-19;"Antakalnio poliklinika, VšĮ";124244035;"Biudžeto lėšų naudojimo sutartis";59895
11966;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2508/19;2019;20-DEC-19;;"VšĮ""Meno gama""";305316902;"2019-12-12 Nr. A15-2455/19";1100
12013;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A62-1/20;2020;07-JAN-20;01-MAY-20;"Vilniaus apšvietimas, UAB";120125820;"Sparno g. ties Nr. 17 apšvietimo įrengimo darbai";6144.38
12047;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-12/20;2020;14-JAN-20;31-DEC-20;"Vilniaus Arkivyskupijos Caritas";191677454;"Biudžeto lėšų naudojimo sutartis";20000
12062;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-17/20;2020;28-JAN-20;28-JAN-23;"Gtenta, UAB (UAB EASY FUN)";302562717;"Šventinis miesto papuošimas vėliavėlėmis ir gairelėmis Valstybinių švenčių proga. Vėliavų gamyba (II dalis)";12516.24
12063;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-18/20;2020;28-JAN-20;28-JAN-23;"Gtenta, UAB (UAB EASY FUN)";302562717;"Šventinis miesto papuošimas vėliavėlėmis ir gairelėmis Valstybinių švenčių proga. Vėliavų gamyba (I dalis)";56917.67
12110;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-36/20;2020;10-FEB-20;09-MAY-20;"DDB Vilnius, UAB";111621671;"Grafinio dizaino paslaugos";6897
12121;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-67/20;2020;13-FEB-20;31-DEC-20;"VšĮ ""Sėkmės idėja""";304606308;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";10000
12122;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-66/20;2020;13-FEB-20;31-DEC-20;"Vilniaus Arkivyskupijos Caritas";191677454;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";10000
12133;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A64-151/17 (3.10.22-TD2)";2017;19-SEP-17;19-SEP-20;"Lietuvis, UAB";134867244;"2014-2020 m. Europos Sąjungos fondų investicijų Lietuvoje projektų viešinimo paslaugos";14740
12142;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2850
12143;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2850
12144;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2823.8
12145;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2850
11914;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-797/19(3.10.15E-CIV);2019;18-DEC-19;18-DEC-19;"Artarea, UAB";302315670;Drobės;817
11930;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A252-766/19(3.10.15E-AD24);2019;11-DEC-19;;"Faktora, UAB";302614886;"Mikroprocesorinės praėjimo kortelės (leidimai)";3628.79
11936;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";106-5;2019;03-DEC-19;03-DEC-19;"UAB ""Baltų lankų"" leidyba";124940893;"Knygos apie Vilnių";303.5
11938;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-449/19;2019;10-DEC-19;10-DEC-19;"Dizaino agentūra, UAB";304562858;"Vilniaus miesto bendruomenei skirto šiuolaikinio meno mėnesio renginių ciklo organizavimas";12087.9
11939;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-453/19;2019;18-DEC-19;18-DEC-19;"UAB ""Expoera""";301798764;"Vilniaus miesto pristatymo parodoje ""Adventur 2020"" organizavimas";12093.95
11941;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";547;2019;10-DEC-19;10-DEC-19;"Lietuvos parodų ir kongresų centras ""Litexpo"", UAB";120080713;"Parodinio ploto nuoma tarptautinėje turizmo ir aktyvaus laisvalaikio parodoje ""Adventur""";3229.94
11942;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";547;2019;10-DEC-19;10-DEC-19;"Lietuvos parodų ir kongresų centras ""Litexpo"", UAB";120080713;"Už parodinio ploto nuomą tarptautinėje turizmo ir aktyvaus laisvalaikio parodoje ""Adventur""";3229.94
11947;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A252-797/19   (3.10.15E-CIV)";2019;17-DEC-19;18-DEC-19;"Artarea, UAB";302315670;drobė;817
11955;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-461/19;2019;19-DEC-19;20-JAN-20;"Statybos projektų ekspertizės centras,UAB";124850887;"Vilniaus Evangelikų Reformatų Sinodo pastato, kitų objektų komplekso Vilniaus senamiesčio ir Vilniaus senojo miesto vietos ir priemiesčio archeologinės vietovės teritorijos dalies tvarkybos darbų skaičiuojamosios kainos nustatymas";430
11959;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-137/19;2019;17-DEC-19;20-DEC-20;"Novian Technologies, UAB (BAIP, UAB)";301318539;"SERVERIŲ PIRKIMO SUTARTIS A68-137/19";11787.82
11988;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-789/19(3.10.15E-AD12);2019;13-DEC-19;12-DEC-20;"Konferenta, UAB";301503833;;3517.47
12015;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-135/19;2019;26-APR-19;26-APR-21;"UAB TEC Infrastructure (buv.Tiltų ekspertų centras)";226148570;"Pėsčiųjų tilto per Neries upę nuo Vingio parko iki Litexpo teritorijos, Vilniuje";349690
12038;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-31/20;2020;20-JAN-20;;"Skalvijos kino teatras VŠĮ";122240248;"LR biudžeto sandoros įstatymo 29 straipsnis";5800
12056;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-35/20;2020;23-JAN-20;;"Lietuvos choreografų sąjunga";300573316;"2020-01-20 Nr. A15123/20";6000
12084;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-48/20;2020;31-JAN-20;31-DEC-20;"SOTAS, VŠĮ";195746022;"Biudžeto lėšų naudojimo sutartis";19000
12088;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-24/20;2020;03-FEB-20;;"Lietuvos paštas, AB";121215587;"SUSITARIMAS DĖL 2018-02-19 SUTARTIES NR. 18/Pst-208061-738 / A64-26/18         (3.10.22-TD2) PASLAUGŲ TEIKIMO TERMINO PRATĘSIMO";
12102;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-38/20(3.10.15E-AD6);2020;23-JAN-20;23-JUN-20;"Baldingas, UAB";300573914;"Tribūnos remontas";1210
12114;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-59/20;2020;12-FEB-20;31-DEC-20;"Vilniaus miesto vyresniojo amžiaus žmonių asociacija";300573946;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";7000
11934;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A296E-15/19(3.1.49E-AD24);2019;25-NOV-19;04-DEC-20;"Biznio mašinų kompanija, UAB";122266912;;1742.4
11954;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2507/19.;2019;19-DEC-19;31-DEC-19;"Šv. Roko ligoninė, Viešoji įstaiga";224369680;"Biudžeto lėšų naudojimo sutartis";3700
11957;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2505/1;2019;19-DEC-19;;"Lenkų jaunimo forumas";191605736;"2019-12-06 Nr. A15-2395/19";750
12066;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";"A64-470/ 19";2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Sąskaita faktūra pagal 2019-12-31 Nr. A64-470/19";480
12067;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-470/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12068;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";"A64-469/ 19";2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Sąskaita faktūra - Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12069;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-469/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12070;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";"A64-471/ 19";2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Sąskaita faktūra - Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12071;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-471/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12072;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-474/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12073;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-475/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12074;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-478/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12075;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-479/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12076;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A64-477/19;2019;31-DEC-19;;nuasmeninta;nuasmeninta;"Kultūros rėmimo programų projektų konkurso ekspertų vertinimo komisijos (pagal 2019-11-06 įsakymą Nr. 30-2849/19) paraiškų vertinimo paslaugos";480
12083;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-47/20;2020;31-JAN-20;31-DEC-20;"Lietuvos Samariečių bendrijos Vilniaus skyrius";191873677;"Biudžeto lėšų naudojimo sutartis";19000
12092;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-56/20;2020;06-FEB-20;;"Vilniaus rotušė VŠĮ";224191690;"2020-01-30 Nr. A15-192/20";12800
11920;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2411/19;2019;11-DEC-19;31-DEC-19;"BĮ Vilniaus m.savivaldybės visuomenės sveikatos biuras";301850606;"Biudžeto lėšų naudojimo sutartis";20000
11976;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-464/19(3.10.22-AD24);2019;18-DEC-19;18-DEC-19;"Lietuvos grafinio dizaino asociacija";191939198;"Leidinio ""Dizaino Vilnius"" parengimo ir spausdinimo paslaugos";5200
11977;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-730/19(3.10.15E-AD8);2019;21-NOV-19;21-FEB-20;"Nieko rimto, UAB";186714698;"Vilniaus suvenyras";1393.3
11990;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-428/19;2019;04-DEC-19;10-DEC-19;"Asociacija “Šiaudinė„";304402273;"Kalėdų šventė Šnipiškėse organizavimas";2850
12061;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-36/20;2020;24-JAN-20;;"Vilniaus rotušė VŠĮ";224191690;"2020-01-16 Nr. A15-107/20";10100
12085;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-50/20;2020;31-JAN-20;31-DEC-20;"Vilniaus Arkivyskupijos Caritas";191677454;"Biudžeto lėšų naudojimo sutartis";20000
