ORG_ID;PASKOLOS_DAVEJAS;SUTARTIES_NR;PASKOLOS_KLASIFIKACIJA;SKOLOS_TIPAS;VALIUTA;INVOICE_NUM;DOK_METAI;PERIODAS;DOK_DK_DATA;DOK_TYPE;INVOICE_TYPE;DOK_NR;APYVARTOS_TIPAS
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2017/11;2017;201711;29-NOV-17;Mokėjimas;Standard;15682;Mokėjimas;-10638.77
1366;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;EUR;SEBA64-19/2018/04;2018;201804;27-APR-18;Mokėjimas;Standard;10000529;Mokėjimas;-5678.13
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;/566/2018/05;2018;201805;30-MAY-18;Mokėjimas;Standard;311;Mokėjimas;-9633.73
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;449270/0657-09;2018;201809;26-SEP-18;Mokėjimas;Standard;351;Mokėjimas;-30997.69
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;931/09/2018;2018;201809;26-SEP-18;Mokėjimas;Standard;350;Mokėjimas;-10620.75
1366;"OP Corporate Bank plc";580760-89501010;S;PASKOLA;EUR;perkredi/1010;2018;201809;26-SEP-18;Mokėjimas;Standard;354;Mokėjimas;-161764.34
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;902/10/2018;2018;201810;26-OCT-18;Mokėjimas;Standard;18801;Mokėjimas;-21238.81
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;931/10/2018;2018;201810;26-OCT-18;Mokėjimas;Standard;18802;Mokėjimas;-12517.31
1366;"Nordic Investment Bank";L15;S;PASKOLA;EUR;L15;2018;201811;12-NOV-18;Mokėjimas;Standard;18963;Mokėjimas;-689655.18
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/11/18;2018;201811;27-NOV-18;Mokėjimas;Standard;19141;Mokėjimas;-9077.22
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;2018/op/1010/12;2018;201812;20-DEC-18;Mokėjimas;Standard;19454;Mokėjimas;-27226.91
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;902/01/2019;2019;201901;25-JAN-19;Mokėjimas;Standard;19806;Mokėjimas;-19286.55
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;580760;2019;201901;25-JAN-19;Mokėjimas;Standard;19811;Mokėjimas;-153350
2270;"Luminor bankas, AB";K-2400-2012-566;S;PASKOLA;EUR;K2400-2012/gavimas/02/1;2019;201904;26-APR-19;Mokėjimas;Standard;269;Mokėjimas;-112381.34
2270;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;931/19/04;2019;201904;26-APR-19;Mokėjimas;Standard;275;Mokėjimas;-11328.8
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;"Op gav/21";2019;201904;01-APR-19;Mokėjimas;Standard;126;Mokėjimas;-1835596.25
1366;"European Investment Bank";"FI NO. 85.924";S;PASKOLA;EUR;EIB/gavimas/3;2019;201904;01-APR-19;Mokėjimas;Standard;128;Mokėjimas;-5000000
1366;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;"K-2400/931/ gavimas/05";2019;201904;01-APR-19;Mokėjimas;Standard;42;Mokėjimas;-92378.5
1366;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;gavimas1485/4;2019;201904;01-APR-19;Mokėjimas;Standard;52;Mokėjimas;-273663.27
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;gavimas/9;2019;201904;01-APR-19;Mokėjimas;Standard;78;Mokėjimas;-1071508.53
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas/21;2019;201904;01-APR-19;Mokėjimas;Standard;91;Mokėjimas;-277481.78
1366;"European Investment Bank";"FI NO. 85.924";S;PASKOLA;EUR;EIB/gavimas/2;2019;201904;01-APR-19;Mokėjimas;Standard;107;Mokėjimas;-5356090.59
2270;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;566/2019/05;2019;201905;27-MAY-19;Mokėjimas;Standard;636;Mokėjimas;-8361.17
2270;"OP Corporate Bank plc";580760-89501010;S;PALUKANOS;EUR;1010/19/06;2019;201906;25-JUN-19;Mokėjimas;Standard;936;Mokėjimas;-23270.97
2270;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;K-2400/931/gavi/2014/1;2019;201907;26-JUL-19;Mokėjimas;Standard;1376;Mokėjimas;-46465.06
2270;"European Investment Bank";"FI NO. 85.924";S;PALUKANOS;EUR;"Inter. due/19/08";2019;201908;26-AUG-19;Mokėjimas;Standard;1642;Mokėjimas;-703.89
2270;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;566/2019/08;2019;201908;26-AUG-19;Mokėjimas;Standard;1664;Mokėjimas;-7791.77
2270;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2019-11-28;2019;201911;28-NOV-19;Mokėjimas;Standard;2832;Mokėjimas;-7242.35
2270;"Nordic Investment Bank";L5355;S;PASKOLA;EUR;L5355/gavimas/1/1;2020;202001;01-JAN-20;Mokėjimas;Standard;3475;Mokėjimas;-935158.44
2270;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;"Op/ gavimas/2/1";2020;202001;01-JAN-20;Mokėjimas;Standard;3526;Mokėjimas;-289163.66
2270;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas2017/11/1;2020;202001;01-JAN-20;Mokėjimas;Standard;3551;Mokėjimas;-717970.25
2270;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;1485;2020;202001;27-JAN-20;Mokėjimas;Standard;3673;Mokėjimas;-117377.91
2270;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2020-01-27;2020;202001;27-JAN-20;Mokėjimas;Standard;3674;Mokėjimas;-7984.96
112;"VMI prie LRFM";;;SAVIVALDYBES_PRISIIMTA_SKOLA;LTL;"AVMI Nr. 14-11-1";2008;200802;29-FEB-08;Mokėjimas;Standard;9;Mokėjimas;-32610
113;"Nordea finance Lithuania, UAB";20040205;V;PALUKANOS;LTL;95842.;2008;200801;25-JAN-08;Mokėjimas;Standard;4;Mokėjimas;-31329.81
113;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;0001674448;2008;200801;25-JAN-08;Mokėjimas;Standard;2;Mokėjimas;-96530.78
113;"Swedbank lizingas, UAB";LT026492;V;LIZINGAS;LTL;LT026492/2;2008;200801;25-JAN-08;Mokėjimas;Standard;9;Mokėjimas;-162933.63
112;"VMI prie LRFM";14-09-41;S;PALUKANOS;LTL;4768;2008;200807;31-JUL-08;Mokėjimas;Standard;70;Mokėjimas;-1721.54
113;"Nordea finance Lithuania, UAB";20040205;V;LIZINGAS;LTL;20040205/2;2008;200812;31-DEC-08;Mokėjimas;Standard;90;Mokėjimas;-1157598.42
112;"VMI prie LRFM";;;SAVIVALDYBES_PRISIIMTA_SKOLA;LTL;"AVMI Nr. 14-11-1.";2008;200810;31-OCT-08;Mokėjimas;Standard;87;Mokėjimas;-32610
112;"VMI prie LRFM";14-09-41;S;PALUKANOS;LTL;5450;2008;200811;28-NOV-08;Mokėjimas;Standard;106;Mokėjimas;-1186.72
112;"UniCredit Bank AS LT";64;S;PALUKANOS;LTL;4953;2008;200809;15-SEP-08;Mokėjimas;Standard;117;Mokėjimas;-119062.38
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;SEB/09/5;2009;200905;29-MAY-09;Mokėjimas;Standard;10000068;Mokėjimas;-32351.84
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;SEB/09/06;2009;200906;30-JUN-09;Mokėjimas;Standard;10000074;Mokėjimas;-27788.82
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;Nordea/05/08;2009;200908;03-AUG-09;Mokėjimas;Standard;999;Mokėjimas;-30972.17
119;"SEB bankas";A67-51(3.4-FN1.);S;PASKOLA;LTL;A67-51;2009;200903;31-MAR-09;Mokėjimas;Standard;1001;Mokėjimas;-8160000
119;"SEB bankas";0020312020094/09;S;PASKOLA;LTL;SEB/09;2009;200907;14-JUL-09;Mokėjimas;Standard;10000108;Mokėjimas;-1044119.81
112;"VMI prie LRFM";14-09-41;S;PALUKANOS;LTL;lapkritis;2009;200911;27-NOV-09;Mokėjimas;Standard;189;Mokėjimas;-195.66
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūkan/09/11;2009;200911;30-NOV-09;Mokėjimas;Standard;10000111;Mokėjimas;-13048.51
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;"palūk seb 517/08";2009;200908;31-AUG-09;Mokėjimas;Standard;10000126;Mokėjimas;-12872.35
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/10/04;2010;201004;30-APR-10;Mokėjimas;Standard;10000141;Mokėjimas;-10858.4
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PASKOLA;LTL;KS04/07/05;2010;201007;01-JUL-10;Mokėjimas;Standard;3086;Mokėjimas;-792973.44
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/10/06;2010;201006;30-JUN-10;Mokėjimas;Standard;10000151;Mokėjimas;-10539.05
119;"SEB bankas";0040512020516-05;S;PASKOLA;LTL;"KS 20516-05";2010;201007;21-JUL-10;Mokėjimas;Standard;10000155;Mokėjimas;-571428.63
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248aptarn/03;2010;201010;01-OCT-10;Mokėjimas;Standard;27;Mokėjimas;-59835.96
119;"Nordic Investment Bank";L15;S;PASKOLA;EUR;L15;2010;201011;10-NOV-10;Mokėjimas;Standard;30;Mokėjimas;-689655.17
119;ERPB;22826;S;PASKOLA;EUR;ERPB;2011;201102;02-FEB-11;Mokėjimas;Standard;32;Mokėjimas;-194444.45
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk//09/201/03;2011;201103;31-MAR-11;Mokėjimas;Standard;10000210;Mokėjimas;-4928.11
111;"Nordea finance Lithuania, UAB";20040205;V;PALUKANOS;LTL;NLF174846/1;2010;201009;28-SEP-10;Mokėjimas;Standard;3168;Mokėjimas;-3498.07
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;Palūk/516/;2011;201106;30-JUN-11;Mokėjimas;Standard;10000229;Mokėjimas;-11648.57
119;"SEB bankas";0020312020094/09;S;PASKOLA;LTL;SEB/09;2011;201107;15-JUL-11;Mokėjimas;Standard;10000238;Mokėjimas;-1044116.36
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PASKOLA;LTL;KS04/07/05;2011;201110;03-OCT-11;Mokėjimas;Standard;6762;Mokėjimas;-792973.44
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PALUKANOS;LTL;palū/KR04-232/11;2011;201112;21-DEC-11;Mokėjimas;Standard;7534;Mokėjimas;-113297.59
119;"SEB bankas";0020312020094/09;S;PASKOLA;LTL;SEB/09;2012;201201;19-JAN-12;Mokėjimas;Standard;10000270;Mokėjimas;-350897.95
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;Palūk/516/2012/04;2012;201204;30-APR-12;Mokėjimas;Standard;10000290;Mokėjimas;-10252.3
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;seb/517/2012/04;2012;201204;30-APR-12;Mokėjimas;Standard;10000291;Mokėjimas;-9061.7
119;"LR finansų ministerija";2S-8;S;PASKOLA;LTL;"2S-8 kred.1";2011;201106;13-JUN-11;Mokėjimas;"Credit Memo";8904;Mokėjimas;2942200
119;"UniCredit Bank AS LT";33000018-01;S;PALUKANOS;LTL;Palū/33000018/06;2012;201206;22-JUN-12;Mokėjimas;Standard;9125;Mokėjimas;-180041.11
119;"LR finansų ministerija";2S-8;S;PASKOLA;LTL;2S-8;2011;201111;30-NOV-11;Mokėjimas;Standard;9212;Mokėjimas;-4500000
119;ERPB;22826;S;PASKOLA;EUR;ERPB;2012;201208;06-AUG-12;Mokėjimas;Standard;79;Mokėjimas;-194444.45
119;"Nordea Bank AB Lietuvos skyrius";KS02/07/02;S;PASKOLA;LTL;KS02/08/02/2012;2012;201208;06-AUG-12;Mokėjimas;Standard;9511;Mokėjimas;-11184
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;seb/517/2012/06;2012;201206;29-JUN-12;Mokėjimas;Standard;10000297;Mokėjimas;-8591.22
119;"SEB bankas";A64-19(3.4.-FN-1);S;PASKOLA;LTL;"SEB A64-19";2013;201302;06-FEB-13;Mokėjimas;Standard;10000332;Mokėjimas;-4790100
119;"Šiaulių bankas, AB";KS-2012-011-03;S;PALUKANOS;LTL;pal/galutin;2012;201212;05-DEC-12;Mokėjimas;Standard;1406;Mokėjimas;-148077.22
119;"SEB bankas";0040512020517-05;S;PASKOLA;LTL;"KS 20517-05";2013;201304;21-APR-13;Mokėjimas;Standard;10000346;Mokėjimas;-501628.69
111;"LR finansų ministerija";250;V;PALUKANOS;USD;6K-1307069;2013;201308;29-AUG-13;Mokėjimas;Standard;8;Mokėjimas;-4065.44
119;"Šiaulių bankas, AB";KR04-301/ŠB;S;PALUKANOS;LTL;Pal/Kr04-301/09/2013;2013;201309;30-SEP-13;Mokėjimas;Standard;2806;Mokėjimas;-164006.53
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;A64-40/2013/09;2013;201309;30-SEP-13;Mokėjimas;Standard;10000372;Mokėjimas;-20810.85
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS/0405/2013;2013;201310;01-OCT-13;Mokėjimas;Standard;2821;Mokėjimas;-2184.66
119;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;K-2400/931/09;2013;201309;30-SEP-13;Mokėjimas;Standard;47;Mokėjimas;-32155.48
119;"Šiaulių bankas, AB";KR04-301/ŠB;S;PALUKANOS;LTL;KR04-301/11/10;2013;201310;31-OCT-13;Mokėjimas;Standard;3048;Mokėjimas;-196999.54
119;ERPB;22826;S;PALUKANOS;EUR;"DTM No.22826";2013;201311;07-NOV-13;Mokėjimas;Standard;65;Mokėjimas;-3629.82
119;"Šiaulių bankas, AB";KR04-232/ŠB;S;PALUKANOS;LTL;KR04-232/11;2013;201311;29-NOV-13;Mokėjimas;Standard;3310;Mokėjimas;-160504.28
119;"LR finansų ministerija";2S-1;S;PASKOLA;LTL;2S-1/A72-270.2;2013;201312;31-DEC-13;Mokėjimas;Standard;3685;Mokėjimas;-4217633.12
119;"SEB bankas";0040512020517-05;S;PASKOLA;LTL;"KS 20517-05";2014;201401;21-JAN-14;Mokėjimas;Standard;10000393;Mokėjimas;-501628.69
119;"Šiaulių bankas, AB";KR04-232/ŠB;S;PALUKANOS;LTL;1.2.16-AD4/2;2014;201402;20-FEB-14;Mokėjimas;Standard;4024;Mokėjimas;-71394.4
119;"SEB bankas";A64-40/001061201023-21;S;PASKOLA;LTL;"K/S A64-40";2014;201404;08-APR-14;Mokėjimas;Standard;10000406;Mokėjimas;-811064.9
119;"SEB bankas";0040512020516-05;S;PASKOLA;LTL;"KS 20516-05";2014;201404;21-APR-14;Mokėjimas;Standard;10000407;Mokėjimas;-571428.52
119;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;K-2400/931/gavim;2014;201405;23-MAY-14;Mokėjimas;Standard;133;Mokėjimas;-650250.04
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PASKOLA;LTL;Gavimas/KR04-232/05.;2014;201404;25-APR-14;Mokėjimas;"Credit Memo";10028;Mokėjimas;1469689.8
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PASKOLA;LTL;Gavimas/KR04-232/2012/06.;2014;201404;25-APR-14;Mokėjimas;"Credit Memo";10038;Mokėjimas;12234559.54
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PASKOLA;LTL;gavimas/KR04-232/06-22.;2014;201404;25-APR-14;Mokėjimas;"Credit Memo";10040;Mokėjimas;958119.27
119;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;K2400/931/1414;2014;201404;29-APR-14;Mokėjimas;Standard;139;Mokėjimas;-31455.85
119;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2014/06;2014;201406;30-JUN-14;Mokėjimas;Standard;145;Mokėjimas;-24071.23
119;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;K-2400/931/06;2014;201406;30-JUN-14;Mokėjimas;Standard;146;Mokėjimas;-31278.11
119;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;pal/902/2014/08;2014;201408;29-AUG-14;Mokėjimas;Standard;165;Mokėjimas;-53784.58
119;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;gavimas/1485/1;2014;201409;25-SEP-14;Mokėjimas;Standard;169;Mokėjimas;-417343.66
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;516/2014/11;2014;201411;28-NOV-14;Mokėjimas;Standard;10000446;Mokėjimas;-659.04
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-301/11;S;PASKOLA;LTL;Gavimas/KR04-301/05;2014;201412;11-DEC-14;Mokėjimas;Standard;10096;Mokėjimas;-3530505.26
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-301/11;S;PASKOLA;LTL;gavimas/KR04-301/11/11;2014;201412;11-DEC-14;Mokėjimas;Standard;10096;Mokėjimas;-1207557.31
119;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;K-2400-931/14/12;2014;201412;30-DEC-14;Mokėjimas;Standard;211;Mokėjimas;-26679.75
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;517/14/12;2014;201412;31-DEC-14;Mokėjimas;Standard;10000450;Mokėjimas;-615.12
1366;"Šiaulių bankas, AB";KR04-232/ŠB;S;PASKOLA;EUR;KR04/301/11;2015;201501;28-JAN-15;Mokėjimas;Standard;6705;Mokėjimas;-12548756
1366;"LR finansų ministerija";2S-17;S;PASKOLA;EUR;"2S-17 gavimas";2015;201502;05-FEB-15;Mokėjimas;Standard;6709;Mokėjimas;-6661260.43
1366;"SEB bankas";A64-40/001061201023-21;S;PASKOLA;EUR;"K/S A64-40";2015;201504;07-APR-15;Mokėjimas;Standard;10000461;Mokėjimas;-501017
1366;"Nordic Investment Bank";L5355;S;PASKOLA;EUR;L5355/gavimas3;2015;201504;09-APR-15;Mokėjimas;Standard;7248;Mokėjimas;-260667.41
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;KS/517/15/07;2015;201507;31-JUL-15;Mokėjimas;Standard;10000479;Mokėjimas;-38.19
1366;"Luminor bankas, AB";K-2400-2012-902;S;PASKOLA;EUR;K-2400/902;2015;201509;25-SEP-15;Mokėjimas;Standard;8551;Mokėjimas;-1287199.95
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/09;2015;201509;30-SEP-15;Mokėjimas;Standard;8571;Mokėjimas;-34205.56
1366;"SEB bankas";A64-40/001061201023-21;S;PASKOLA;EUR;"K/S A64-40";2015;201510;07-OCT-15;Mokėjimas;Standard;10000489;Mokėjimas;-501017
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018-01/2015/10;2015;201510;23-OCT-15;Mokėjimas;Standard;8791;Mokėjimas;-25080.81
1366;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;"K-2400/931 gavimas2013";2015;201511;25-NOV-15;Mokėjimas;Standard;9096;Mokėjimas;-635781.08
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/atstat/lėš;2015;201511;30-NOV-15;Mokėjimas;Standard;9179;Mokėjimas;-25103.25
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2016/01;2016;201601;29-JAN-16;Mokėjimas;Standard;9713;Mokėjimas;-14876.28
1366;"Nordic Investment Bank";L5685;S;PASKOLA;EUR;gavimas/L5685;2016;201607;01-JUL-16;Mokėjimas;Standard;11025;Mokėjimas;-579310.34
1366;"LR finansų ministerija";"NR. 797";V;PASKOLA;EUR;VVfinmin/797/gavim;2016;201611;30-NOV-16;Mokėjimas;Standard;25;Mokėjimas;-68519.28
1366;"LR finansų ministerija";1S-72;V;PASKOLA;EUR;"VV FM/IS-72/gavimas";2016;201611;30-NOV-16;Mokėjimas;Standard;11;Mokėjimas;-22718.27
1366;"LR finansų ministerija";"NR. 797";V;PASKOLA;EUR;VVfinmin/gavim/797/13;2016;201611;30-NOV-16;Mokėjimas;Standard;27;Mokėjimas;-10680.56
1366;"SEB bankas";A64-34/0040712021596-21;S;PASKOLA;EUR;64/34/skolint.l;2016;201611;14-NOV-16;Mokėjimas;Standard;28;Mokėjimas;-2686319.71
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;416383;2016;201612;29-DEC-16;Mokėjimas;Standard;12724;Mokėjimas;-19926.76
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/12;2016;201612;29-DEC-16;Mokėjimas;Standard;12726;Mokėjimas;-10638.77
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PASKOLA;EUR;KS-2015-003-03;2017;201701;27-JAN-17;Mokėjimas;Standard;12960;Mokėjimas;-791184
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;galutinis;2017;201702;23-FEB-17;Mokėjimas;Standard;13158;Mokėjimas;-43515.11
1366;"LR finansų ministerija";677;V;PASKOLA;EUR;gavim/mok/677/2012/05;2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13329;Mokėjimas;3046.25
1366;"LR finansų ministerija";677;V;PASKOLA;EUR;Gavimas/677/0707;2017;201703;08-MAR-17;Mokėjimas;Standard;13318;Mokėjimas;-9697.02
1366;"LR finansų ministerija";677;V;PASKOLA;EUR;gav./pay2/677;2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13330;Mokėjimas;1962.35
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV620/gavim;2017;201703;08-MAR-17;Mokėjimas;Standard;13332;Mokėjimas;-2076668.84
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV620/paym/gavim.4;2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13335;Mokėjimas;373127.23
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;finminVV620/2011/gavimas;2017;201703;08-MAR-17;Mokėjimas;Standard;13338;Mokėjimas;-184046.47
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;Gav.mok/620/;2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13344;Mokėjimas;56029.23
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;"Gavi/paym/620/ 2011/11";2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13345;Mokėjimas;5339.89
1366;"LR finansų ministerija";691;V;PASKOLA;EUR;paskol/691;2017;201703;14-MAR-17;Mokėjimas;Standard;13381;Mokėjimas;-864184.77
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2017/03;2017;201703;31-MAR-17;Mokėjimas;Standard;13596;Mokėjimas;-10993.39
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;Op/pal/1010/05;2017;201705;30-MAY-17;Mokėjimas;Standard;14086;Mokėjimas;-31578.45
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/17/06;2017;201706;29-JUN-17;Mokėjimas;Standard;14386;Mokėjimas;-11111.78
1366;"European Investment Bank";"FI NO. 85.924";S;PALUKANOS;EUR;Inter.Due.1;2017;201709;29-SEP-17;Mokėjimas;Standard;15139;Mokėjimas;-1396.15
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2018/02;2018;201802;26-FEB-18;Mokėjimas;Standard;16486;Mokėjimas;-10370.99
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;/566/18/04;2018;201804;27-APR-18;Mokėjimas;Standard;291;Mokėjimas;-10993.39
1366;"Nordic Investment Bank";L5685;S;PALUKANOS;EUR;5685/inte.due/7;2018;201807;02-JUL-18;Mokėjimas;Standard;316;Mokėjimas;-93787.13
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;k-2400-2012-566.2018;2018;201807;03-JUL-18;Mokėjimas;Standard;17699;Mokėjimas;-2201.3
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;2018/06/566/2;2018;201806;29-JUN-18;Mokėjimas;Standard;17843;Mokėjimas;-6779.22
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/09/2018;2018;201809;26-SEP-18;Mokėjimas;Standard;344;Mokėjimas;-8764.22
1366;"Nordic Investment Bank";L5355;S;PASKOLA;EUR;L5355/gavi/12;2018;201810;05-OCT-18;Mokėjimas;Standard;360;Mokėjimas;-260667.41
1366;"Luminor bankas, AB";K-2400-2012-902;S;PASKOLA;EUR;K-2400/902;2018;201810;26-OCT-18;Mokėjimas;Standard;18805;Mokėjimas;-241350.07
1366;"Luminor bankas, AB";K-2400-2012-902;S;PASKOLA;EUR;K-2400/902;2019;201901;25-JAN-19;Mokėjimas;Standard;19809;Mokėjimas;-241350.07
1366;"OP Corporate Bank plc";580760-89501010;S;PASKOLA;EUR;perkredi/1010;2019;201903;25-MAR-19;Mokėjimas;Standard;20425;Mokėjimas;-161764.34
2270;"Nordic Investment Bank";"L 5440";S;PASKOLA;EUR;L5440/gavimas/2013/07/1;2019;201904;09-APR-19;Mokėjimas;Standard;111;Mokėjimas;-227714.76
2270;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;"Inret. due/L5290";2019;201904;09-APR-19;Mokėjimas;Standard;105;Mokėjimas;-60442.41
2270;"Luminor bankas, AB";K-2400-2012-902;S;PASKOLA;EUR;K-2400/902/1;2019;201904;26-APR-19;Mokėjimas;Standard;270;Mokėjimas;-241350.07
1366;"SEB bankas";A64-19(3.4.-FN-1);S;PASKOLA;EUR;"SEB A64-19";2019;201904;01-APR-19;Mokėjimas;Standard;10000532;Mokėjimas;-11243830.62
1366;"Luminor bankas, AB";K-2400-2012-566;S;PASKOLA;EUR;K92400-2012/03;2019;201904;01-APR-19;Mokėjimas;Standard;36;Mokėjimas;-970378.74
1366;"Nordic Investment Bank";L5355;S;PASKOLA;EUR;L5355/gavimas3;2019;201904;01-APR-19;Mokėjimas;Standard;37;Mokėjimas;-1326564.09
1366;"Nordic Investment Bank";"L 5440";S;PASKOLA;EUR;L5440/gavim/2013/02;2019;201904;01-APR-19;Mokėjimas;Standard;44;Mokėjimas;-1398138.6
1366;"Nordic Investment Bank";"L 5440";S;PASKOLA;EUR;L5440/gavimas/2013/07;2019;201904;01-APR-19;Mokėjimas;Standard;46;Mokėjimas;-3378995.81
1366;"Nordic Investment Bank";L5685;S;PASKOLA;EUR;L5685/gavimas/3;2019;201904;01-APR-19;Mokėjimas;Standard;55;Mokėjimas;-4000000
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;gavimas/17;2019;201904;01-APR-19;Mokėjimas;Standard;86;Mokėjimas;-153276.63
