BIUDZETAS,ASIGNAVIMU_VALDYTOJAS,AV_DESCRIPTION,FIN_SALTINIS,FIN_DESCRIPTION,PRIEMONE,PRIEM_DESCRIPTION,PROGRAMA,PROG_DESCRIPTION,TIKSLAS,TIKSL_DESCRIPTION,FUNKCINE_KLAS,FUNK_DESCRIPTION,EKONOMINE_KLAS,EKON_DESCRIPTION,EKON_TIPAS,SAMATA,SAM_DESCRIPTION,PROG_VYKD,PROG_VYKD_DESCRIPTION,METINE_SUMA,I_KETV,II_KETV,III_KETV,IV_KETV
"2017 M VMS PROJ",303289591,"UAB „Vaikystės spalvos“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",40000,15000,15000,10000,0
"2017 M VMS PROJ",304087468,"VšĮ „Augu kūrybingas“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",29600,11100,11100,7400,0
"2017 M VMS PROJ",303341390,"UAB „Išminčiukai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",53600,20100,20100,13400,0
"2017 M VMS PROJ",147367552,"UAB „Muzikija“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",64000,24000,24000,16000,0
"2017 M VMS PROJ",303250282,"MB „Mylimukas“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",27200,10200,10200,6800,0
"2017 M VMS PROJ",300883820,"Namų darželis, VšĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",82400,30900,30900,20600,0
"2017 M VMS PROJ",303375930,"VšĮ „Trys bambliai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",18400,6900,6900,4600,0
"2017 M VMS PROJ",304072683,"VšĮ „Musė maišė“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",16800,6300,6300,4200,0
"2017 M VMS PROJ",301694623,"Viešoji įstaiga „GELTONŲ PLYTŲ KELIAS“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",16000,6000,6000,4000,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.7.2.1.1.1.F.,"           kita neišvardinta parama",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",2900,,,,2900
"2017 M VMS PROJ",303316889,"UAB „Abadėlės darželis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",30400,11400,11400,7600,0
"2017 M VMS PROJ",302787322,"Atradimų namai (privati ikimokyklinė įstaiga), VŠĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",60000,22500,22500,15000,0
"2017 M VMS PROJ",302890977,"VšĮ „Du Bambliai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",19200,7200,7200,4800,0
"2017 M VMS PROJ",303003691,"VšĮ „Euro darželis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",9600,3600,3600,2400,0
"2017 M VMS PROJ",303375873,"VšĮ „Keturi Bambliai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",40800,15300,15300,10200,0
"2017 M VMS PROJ",302576752,"Privati ikimokyklinė įstaiga Viešoji įstaiga Katalikiškas vaikų darželis ""Mažutėliams""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",52000,19500,19500,13000,0
"2017 M VMS PROJ",302206557,"UAB RD INTERNATIONAL",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",13600,5100,5100,3400,0
"2017 M VMS PROJ",303086484,"VšĮ „Smalsuolis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",18400,6900,6900,4600,0
"2017 M VMS PROJ",302699203,"VšĮ ""Bebenčiai""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",53600,20100,20100,13400,0
"2017 M VMS PROJ",304221885,"Mažoji bendrija ""Pasakų namukas""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",9600,3600,3600,2400,0
"2017 M VMS PROJ",111951498,"Lietuvos edukologijos universiteto vaikų darželis „Mažųjų akademija""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",15200,5700,5700,3800,0
"2017 M VMS PROJ",302498264,"VšĮ „Mėnulio vaikai“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",34400,12900,12900,8600,0
"2017 M VMS PROJ",195004964,"Nevalstybinis vaikų darželis ,,Nendrė”",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",20800,7800,7800,5200,0
"2017 M VMS PROJ",111967520,"VŠĮ Vilniaus prancūzų pradinė mokykla",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",120000,45000,45000,30000,0
"2017 M VMS PROJ",126304164,"Asociacija „EDUCADO“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",15200,5700,5700,3800,0
"2017 M VMS PROJ",300556174,"VŠĮ „VIMS“ Vilniaus tarptautinė Meridiano mokykla",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",7200,2700,2700,1800,0
"2017 M VMS PROJ",304111570,"VšĮ „Mūsų pėdutės“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",12000,4500,4500,3000,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.20.2.,"Elektros energija",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",1600,500,500,200,400
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",65600,16600,16600,16500,15900
"2017 M VMS PROJ",190032746,"Medeinos pradinė mokykla",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.7.2.1.1.1.A.," iš jų : nemokamas moksleivių maitinimas",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",2800,1000,700,400,700
"2017 M VMS PROJ",302659212,"Saulužės vaikai (privati ikimokyklinė įstaiga), VŠĮ",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",16800,6300,6300,4200,0
"2017 M VMS PROJ",302538698,"VšĮ ""Tėvystės centras""",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",33600,12600,12600,8400,0
"2017 M VMS PROJ",303462506,"VšĮ Koriuko namai",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",40000,15000,15000,10000,0
"2017 M VMS PROJ",222243010,"Privati ikimokyklinė įtaiga Viešoji įstaiga REGNUM",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",15200,5700,5700,3800,0
"2017 M VMS PROJ",302989085,"VšĮ „Jolitos Darželis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",20800,7800,7800,5200,0
"2017 M VMS PROJ",122091270,"UAB „PUM plius“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",61600,23100,23100,15400,0
"2017 M VMS PROJ",303362121,"Sniego liūtas, UAB",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",400,400,0,0,0
"2017 M VMS PROJ",301151976,"Asociacija „Menoklis“",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",12800,4800,4800,3200,0
"2017 M VMS PROJ",303853017,"IĮ Virš debesų",01,"Savivaldybės biudžeto lėšos",01030102,"Ugdymo aplinkos finansavimas ikimokykliniam ugdymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.08.01.01.,"Centralizuotos priemonės",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,4000038,"Lėšos, skirtos kompensacijai nevalstybines ugdymo įstaigas lankančių vaikų tėvams už vaikų ugdymą",1030000,"Miesto ūkio departamentas",5900,1900,2400,1600,0
"2017 M VMS PROJ",190017790," Aidas specialiojo ugdymo centras",0278,"Lėšos mokykloms ir klasėms, skirtoms mokiniams, turintiems specialiųjų ugdymosi poreikių",01030105,"Mokymo aplinkos finansavimas pradiniam mokymui",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",010301,"Prižiūrėti ir finansuoti pavaldžias ikimokyklinio ugdymo ir pradinio  mokymo įstaigas",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000185,"Mokyklos, priskiriamos pradinės mokyklos tipui, turinčios specialiųjų ugdymosi poreikių mokinių išlaikymas (BĮBA)",1030000,"Miesto ūkio departamentas",1000,200,200,400,200
