BIUDZETAS,ASIGNAVIMU_VALDYTOJAS,AV_DESCRIPTION,FIN_SALTINIS,FIN_DESCRIPTION,PRIEMONE,PRIEM_DESCRIPTION,PROGRAMA,PROG_DESCRIPTION,TIKSLAS,TIKSL_DESCRIPTION,FUNKCINE_KLAS,FUNK_DESCRIPTION,EKONOMINE_KLAS,EKON_DESCRIPTION,EKON_TIPAS,SAMATA,SAM_DESCRIPTION,PROG_VYKD,PROG_VYKD_DESCRIPTION,METINE_SUMA,I_KETV,II_KETV,III_KETV,IV_KETV
"2017 M VMS PROJ",190013055," lopšelis-darželis ""Rasa""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1200,400,200,200,400
"2017 M VMS PROJ",190014723," lopšelis-darželis ""Du gaideliai""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",29000,8700,7300,5800,7200
"2017 M VMS PROJ",190011613," lopšelis-darželis ""Spragtukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.2.,"Medikamentai (ir darbuotojų sveikatos tikrinimas)",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",200,100,0,100,0
"2017 M VMS PROJ",190012715," lopšelis-darželis ""Gudrutis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",3000,1000,1000,1000,0
"2017 M VMS PROJ",190022442," lopšelis-darželis ""Užupiukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",400,200,0,0,200
"2017 M VMS PROJ",190033271," lopšelis-darželis ""Gabijėlė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",400,100,100,100,100
"2017 M VMS PROJ",190033271," lopšelis-darželis ""Gabijėlė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",5400,1200,1200,1500,1500
"2017 M VMS PROJ",190029045," lopšelis-darželis ""Jurginėlis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",7000,2200,1100,2300,1400
"2017 M VMS PROJ",191662185," Balio Dvariono dešimtmetė muzikos mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.8.,Spaudiniai,KITOS,4000280,"Tėvų mokesčio surinkimas papildomo ugdymo įstaigose",1030000,"Miesto ūkio departamentas",600,,,,600
"2017 M VMS PROJ",191662228," Naujosios Vilnios muzikos mokykla",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.2.,"Medikamentai (ir darbuotojų sveikatos tikrinimas)",KITOS,4000280,"Tėvų mokesčio surinkimas papildomo ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1000,,200,400,400
"2017 M VMS PROJ",190014157," lopšelis-darželis ""Saulėtekis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",500,,,,500
"2017 M VMS PROJ",190018554," lopšelis-darželis ""Molinukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",3.1.1.3.1.2.,"Kitos mašinos ir įrenginiai",TURTUI,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1000,1000,0,0,0
"2017 M VMS PROJ",290026840," darželis-mokykla ""Šilelis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",66800,20100,16700,13400,16600
"2017 M VMS PROJ",290026840," darželis-mokykla ""Šilelis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",16600,3500,3100,5000,5000
"2017 M VMS PROJ",190021874,"Lopšelis-darželis ""Pabiručiai""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",8000,2000,2000,2000,2000
"2017 M VMS PROJ",290015630,"Nykštukas lopšelis-darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",70000,21000,17500,14000,17500
"2017 M VMS PROJ",190028139,"darželis-mokykla ""Lokiukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.1.,Mityba,KITOS,4000140,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose",1030000,"Miesto ūkio departamentas",54900,16500,13700,11000,13700
"2017 M VMS PROJ",190021155," darželis-mokykla ""Ramunėlė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.5.,"Ryšių paslaugos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",200,100,0,100,0
"2017 M VMS PROJ",190014538," lopšelis-darželis ""Viltenė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",73900,22200,18500,14800,18400
"2017 M VMS PROJ",190029198," lopšelis-darželis ""Zylutė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1100,,,600,500
"2017 M VMS PROJ",190016546," Panerių vaikų darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",500,100,100,100,200
"2017 M VMS PROJ",190027037," lopšelis-darželis ""Delfinukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",54700,16500,13700,11000,13500
"2017 M VMS PROJ",190022595," lopšelis-darželis ""Spygliukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.5.,"Ryšių paslaugos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",100,100,0,0,0
"2017 M VMS PROJ",190022595," lopšelis-darželis ""Spygliukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",2400,600,600,600,600
"2017 M VMS PROJ",190012149," Naujųjų Verkių lopšelis-darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1500,400,300,400,400
"2017 M VMS PROJ",190032931," lopšelis-darželis ""Aitvaras""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.10.,"Kitos prekės",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",16600,3700,3700,4300,4900
"2017 M VMS PROJ",190016012," darželis ""Naminukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",2500,500,500,1000,500
"2017 M VMS PROJ",290028510," darželis-mokykla ""Žiburėlis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.02.01.,"Mokyklos, priskiriamos pradinės mokyklos tipui, kitos mokyklos, vykdančios priešmokyklinio ugdymo programą",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000140,"Tėvų mokesčio surinkimas pradinio mokymo įstaigose",1030000,"Miesto ūkio departamentas",6000,1500,1500,1500,1500
"2017 M VMS PROJ",190032027," lopšelis-darželis ""Žemyna""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",3.1.1.3.1.2.,"Kitos mašinos ir įrenginiai",TURTUI,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",6000,1500,1500,1500,1500
"2017 M VMS PROJ",190017267," lopšelis-darželis ""Šnekutis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.1.,Mityba,KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",30200,9100,7600,6100,7400
"2017 M VMS PROJ",190017114," lopšelis-darželis ""Kurpaitė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.15.,"Ilgalaikio materialiojo turto einamasis remontas",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1900,400,500,500,500
"2017 M VMS PROJ",190021917," lopšelis-darželis ""Pasaka""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.1.1.1.1.1.,"Darbo užmokestis pinigais",DU,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",10400,2900,3700,1800,2000
"2017 M VMS PROJ",190021917," lopšelis-darželis ""Pasaka""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",1200,,,600,600
"2017 M VMS PROJ",190019122," lopšelis-darželis ""Atžalėlės""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",5700,1400,1400,1400,1500
"2017 M VMS PROJ",190018173,"Lazdynėlis lopšelis-darželis",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",01100201,"Tėvų mokesčio surinkimas švietimo ugdymo įstaigose",01,"Vaikų, jaunimo ir suaugusiųjų ugdymas",011002,"Mokamų paslaugų teikimas (specialiosios lėšos)",09.01.01.01.,"Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,4000070,"Tėvų mokesčio surinkimas ikimokyklinio ugdymo įstaigose",1030000,"Miesto ūkio departamentas",700,,,,700
