SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS;
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/44-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.8.";"1030000";"Švietimo, kultūros ir sporto departamentas";"250.32";"0";"250.32";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/45-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"193.51";"0";"193.51";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/46-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"310";"0";"310";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/49-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"39.94";"0";"39.94";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/53-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"50";"0";"50";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/55-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"119.74";"0";"119.74";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/58-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"7.24";"0";"7.24";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/59-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.16.";"1030000";"Švietimo, kultūros ir sporto departamentas";"12";"0";"12";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/6-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"18.65";"0";"18.65";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/61-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"31.52";"0";"31.52";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/62-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.8.";"1030000";"Švietimo, kultūros ir sporto departamentas";"35";"0";"35";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/63-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"211.02";"0";"211.02";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/67-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"13.03";"0";"13.03";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/71-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"104.37";"0";"104.37";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/73-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"346";"0";"346";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/79-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"24.2";"0";"24.2";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3489/9-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"262.17";"0";"262.17";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3528/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"01";"01010102";"4000152";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"134.68";"0";"134.68";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"246.22";"0";"246.22";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/10-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"408.29";"0";"408.29";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/11-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"20.28";"0";"20.28";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/12-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"58.53";"0";"58.53";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/15-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"58";"0";"58";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/19-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"25.18";"0";"25.18";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/23-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"59.9";"0";"59.9";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/3-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000070";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"19.11";"0";"19.11";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/7-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000280";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"162.21";"0";"162.21";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3533/8-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"61.08";"0";"61.08";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3534/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"01";"01040101";"4000350";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"6.8";"0";"6.8";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1420";"0";"1420";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/129-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1262.56";"0";"1262.56";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/183-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"789.34";"0";"789.34";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/2-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1359.48";"0";"1359.48";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/29-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1202.38";"0";"1202.38";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/33-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"994.34";"0";"994.34";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/39-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"1338.19";"0";"1338.19";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/43-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"2226.78";"0";"2226.78";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3570/93-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"20";"01100201";"4000140";"2.2.1.1.1.1.";"1030000";"Švietimo, kultūros ir sporto departamentas";"2118.53";"0";"2118.53";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3576/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"0278";"01010102";"4000186";"2.7.2.1.1.1.A.";"1030000";"Švietimo, kultūros ir sporto departamentas";"365.15";"0";"365.15";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3576/2-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"0278";"01010102";"4000186";"2.7.2.1.1.1.A.";"1030000";"Švietimo, kultūros ir sporto departamentas";"404.52";"0";"404.52";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3578/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"05";"06030102001";"4000868";"3.1.1.2.1.3.";"1030000";"Švietimo, kultūros ir sporto departamentas";"63.83";"0";"63.83";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3578/2-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"05";"06030102001";"4000868";"3.1.1.2.1.3.";"1030000";"Švietimo, kultūros ir sporto departamentas";"5001.81";"0";"5001.81";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/1-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"80.36";"0";"80.36";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/13-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"208.2";"0";"208.2";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/14-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"234.46";"0";"234.46";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/16-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100104";"4000270";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"328.98";"0";"328.98";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/18-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"26.06";"0";"26.06";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/22-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"206.85";"0";"206.85";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/24-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"126.99";"0";"126.99";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/26-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"165";"0";"165";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/27-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"36.82";"0";"36.82";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/29-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"88.69";"0";"88.69";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/3-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"96.03";"0";"96.03";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/31-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"55.72";"0";"55.72";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/32-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"25.62";"0";"25.62";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/35-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"2.43";"0";"2.43";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/36-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"965";"0";"965";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/37-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"18";"0";"18";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/39-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"16.94";"0";"16.94";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/40-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"39.88";"0";"39.88";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/41-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.8.";"1030000";"Švietimo, kultūros ir sporto departamentas";"51.41";"0";"51.41";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/42-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"54.55";"0";"54.55";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/43-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"246.29";"0";"246.29";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/45-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000220";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"24.9";"0";"24.9";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/48-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"17.38";"0";"17.38";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/49-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"17.38";"0";"17.38";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/5-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"301.82";"0";"301.82";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/50-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.10.";"1030000";"Švietimo, kultūros ir sporto departamentas";"259.43";"0";"259.43";"";"Administracija EUR";
"2015";"Biudžetinių įstaigų buhalterinė apskaita BĮ";"300035837";"";"04-DEC-15";"300035837-2015-3590/52-1";"04-DEC-15";"04-DEC-15";"Nedelsiant";"EUR";"STANDARD";"25";"01100103";"4000232";"2.2.1.1.1.2.";"1030000";"Švietimo, kultūros ir sporto departamentas";"151.43";"0";"151.43";"";"Administracija EUR";
