SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS;
"2014";"Rasų valda, UAB";"121475275";"";"31-JUL-14";"00001055";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"-4.55";"0";"-4.55";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"";"31-JUL-14";"00001055";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.9";"0";"1.9";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"";"31-JUL-14";"00001055";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.55";"0";"4.55";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"";"31-JUL-14";"00001067";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"10.15";"0";"10.15";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"";"31-JUL-14";"00001070";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.54";"0";"6.54";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"";"31-JUL-14";"00002681";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.76";"0";"9.76";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"";"31-JUL-14";"00002685";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"13.14";"0";"13.14";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"";"31-JUL-14";"00002686";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.04";"0";"9.04";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"";"31-JUL-14";"00002687";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"22";"0";"22";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"";"31-JUL-14";"00002688";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.45";"0";"9.45";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"";"31-JUL-14";"00002689";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.16";"0";"4.16";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024274";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.18";"0";"7.18";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024368";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.51";"0";"3.51";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024393";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.2";"0";"3.2";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024395";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"14.67";"0";"14.67";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024399";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.62";"0";"8.62";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024402";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.44";"0";"7.44";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024414";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.23";"4.33";".9";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024454";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.24";"0";"4.24";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024455";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.13";"0";"3.13";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024460";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.2";"0";"9.2";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024475";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.91";"0";"2.91";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024503";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.71";"0";"9.71";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024504";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.83";"0";"9.83";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024505";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.01";"0";"8.01";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024506";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"25.07";"0";"25.07";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024507";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"11.85";"0";"11.85";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024514";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"13.53";"0";"13.53";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024519";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"13.65";"0";"13.65";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024529";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.89";"0";"8.89";"";"Administracija EUR";
"2014";"Senamiesčio ūkis, UAB";"121452134";"";"31-JUL-14";"00024571";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"14.1";"0";"14.1";"";"Administracija EUR";
"2014";"ASVIS, UAB";"300582112";"";"31-JUL-14";"000446";"31-DEC-14";"31-JUL-14";"20 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.02";"0";"2.02";"";"Administracija EUR";
"2014";"UAB Castrade Service";"302746208";"30-1006";"31-JUL-14";"CSR0081562";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"17.79";"0";"17.79";"";"Administracija EUR";
"2014";"Baltijos būsto priežiūra, UAB";"302496377";"29-396(1.2.16-AD4)/1";"31-JUL-14";"EC 00002272 FINAN";"31-DEC-14";"31-JUL-14";"180 dienų";"EUR";"STANDARD";"01";"14010121";"3000790";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"42537.51";"0";"42537.51";"";"Administracija EUR";
"2014";"Baltijos būsto priežiūra, UAB";"302496377";"29-396(1.2.16-AD4)";"31-JUL-14";"EC 00002273 FINAN";"31-DEC-14";"31-JUL-14";"180 dienų";"EUR";"STANDARD";"01";"14010121";"3000790";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"8227.64";"0";"8227.64";"";"Administracija EUR";
"2014";"Baltijos būsto priežiūra, UAB";"302496377";"29-396(1.2.16-AD4)";"31-JUL-14";"EC 00002274 FINAN";"31-DEC-14";"31-JUL-14";"180 dienų";"EUR";"STANDARD";"01";"14010121";"3000790";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"11670.89";"0";"11670.89";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015515";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"218015.5";"0";"218015.5";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015517";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"25223.21";"25223.21";"0";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015522";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010124";"3000820";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"27494.92";"0";"27494.92";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015524";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"1933.82";"0";"1933.82";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"A72-603/14(3.1.36-UK)";"31-JUL-14";"GAO 0015525/";"22-APR-15";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"13";"14010114";"2000430";"2.2.1.1.1.12.";"14000";"Aplinkos ir energetikos departamentas";"26190.97";"0";"26190.97";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015530";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"1826.94";"0";"1826.94";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015548";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"149812.46";"0";"149812.46";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015549";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"235419.91";"0";"235419.91";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"31-JUL-14";"GAO 0015550";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"376490.02";"0";"376490.02";"";"Administracija EUR";
"2014";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-780/15(3.1.36-AD4)";"31-JUL-14";"GAT 05151";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"97168.01";"0";"97168.01";"";"Administracija EUR";
"2014";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-411/15(3.1.36-AD4)";"31-JUL-14";"GAT 05159";"31-DEC-14";"31-JUL-14";"15 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"158004.45";"0";"158004.45";"";"Administracija EUR";
"2014";"Karoliniškių būstas, UAB";"121457971";"";"31-JUL-14";"KBN1301736";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"19.4";"0";"19.4";"";"Administracija EUR";
"2014";"Karoliniškių būstas, UAB";"121457971";"";"31-JUL-14";"KBN1301755";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.21";"0";"8.21";"";"Administracija EUR";
"2014";"Kerista, UAB";"122635779";"A62-8/14(3.10.21-UK)";"31-JUL-14";"KER 0006127";"31-DEC-14";"31-JUL-14";"60 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"120612.19";"0";"120612.19";"";"Administracija EUR";
"2014";"Labradoras";"120102832";"58/08";"31-JUL-14";"LABR 855";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"2723.88";"0";"2723.88";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13456";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.41";"0";"2.41";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13458";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.68";"0";"7.68";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13459";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.06";"0";"5.06";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13460";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.71";"0";"6.71";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13461";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.01";"0";"5.01";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13462";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.35";"0";"2.35";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13463";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.46";"0";"2.46";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13464";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.48";"0";"1.48";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13465";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.02";"0";"5.02";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13466";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.93";"0";"7.93";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13467";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.63";"0";"7.63";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13468";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.93";"0";"2.93";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13469";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.64";"0";"6.64";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13470";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.63";"0";"4.63";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13471";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.37";"0";"3.37";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13472";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.08";"0";"5.08";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13473";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.78";"0";"3.78";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13474";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.99";"0";"6.99";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13475";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.42";"0";"4.42";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13476";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.55";"0";"5.55";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13477";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.74";"0";"5.74";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13478";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.79";"0";"6.79";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13479";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.58";"0";"4.58";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13480";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.95";"0";"5.95";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13481";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.2";"0";"1.2";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"";"31-JUL-14";"NU13483";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.05";"0";"3.05";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"31-JUL-14";"NU13484";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"26.58";"0";"26.58";"";"Administracija EUR";
"2014";"Vilniaus viešasis transportas, UAB";"302683277";"29-467(1.2.16-AD4)";"31-JUL-14";"SPO 0000314 Perleidimas";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"02040201";"3000050";"2.7.2.1.1.1.E.";"188751791";"Miesto ūkio ir transporto departamentas";"1399942.73";"0";"1399942.73";"";"Administracija EUR";
"2014";"Susisiekimo paslaugos, SĮ";"124644360";"29-468(1.2.16-AD4)";"31-JUL-14";"SPO 0000316";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"15010203001";"3000893";"2.8.1.1.1.2.";"188751791";"Miesto ūkio ir transporto departamentas";"58017.17";"58017.17";"0";"";"Administracija EUR";
"2014";"Tiltuva, UAB";"120144379";"A72-869/15(3.1.36-AD4)";"31-JUL-14";"TIL 3084";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"10629.05";"0";"10629.05";"";"Administracija EUR";
"2014";"Tiltuva, UAB";"120144379";"A72-869/15(3.1.36-AD4)";"31-JUL-14";"TIL 3088";"31-DEC-14";"31-JUL-14";"90 dienų";"EUR";"STANDARD";"01";"14010104";"3000650";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"115222.82";"0";"115222.82";"";"Administracija EUR";
"2014";"Vilniaus viešasis transportas, UAB";"302683277";"29-467(1.2.16-AD4)";"31-JUL-14";"VVT 0004248";"31-DEC-14";"31-JUL-14";"30 dienų";"EUR";"STANDARD";"01";"15020104004";"3001078";"2.8.1.1.1.2.";"188751791";"Miesto ūkio ir transporto departamentas";"706937.84";"316921.99";"390015.85";"";"Administracija EUR";
"2014";"Žvyro karjerai, UAB";"111646297";"";"31-JUL-14";"ZK 20140731";"31-DEC-14";"31-JUL-14";"15 dienų";"EUR";"STANDARD";"01";"14010137";"3000692";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"1035.28";"0";"1035.28";"";"Administracija EUR";
