BIUDZETAS;SEGMENT1;SEGMENT2;SEGMENT3;SEGMENT4;SEGMENT5;SEGMENT6;SEGMENT7;SEGMENT8;SEGMENT9;SEGMENT10;METINE_SUMA;I_KETV;II_KETV;III_KETV;IV_KETV
"2022 VMS IV K.";190978974;0000000;20;201090201;09.02.01.01.;2.2.1.1.1.1.;4000278;21070;000000000;0000000;25800;6300;6400;6200;6900
"2022 VMS IV K.";190978974;0000000;20;201090201;09.02.01.01.;2.2.1.1.1.21.;4000278;21070;000000000;0000000;1800;1000;800;0;0
"2022 VMS IV K.";304075188;0000000;25;201090103;09.02.02.01.;2.2.1.1.1.15.;4000220;21070;000000000;0000000;5000;;2000;3000;0
"2022 VMS IV K.";190027037;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;1000;200;500;100;200
"2022 VMS IV K.";290029950;0000000;20;201090201;09.01.01.01.;3.1.1.2.1.3.;4000070;21070;000000000;0000000;2300;;2000;300;0
"2022 VMS IV K.";190006057;0000000;20;201090201;09.02.01.01.;2.2.1.1.1.7.;4000278;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";190006242;0000000;20;201090201;09.02.01.01.;2.2.1.1.1.7.;4000278;21070;000000000;0000000;600;400;200;0;0
"2022 VMS IV K.";188710061;0000000;63;207040203;05.03.01.01.;2.2.1.1.1.12.;3000605;21020;000000000;000000;29900;29900;0;0;0
"2022 VMS IV K.";188710061;0000000;69;20710010501;06.02.01.01.;3.1.1.2.1.3.;3001655;20960;000000000;000000;116800;116800;0;0;0
"2022 VMS IV K.";190978974;0000000;0205;201010101;09.02.01.01.;2.2.1.1.1.21.;4000170;21070;000000000;0000000;1500;600;900;0;0
"2022 VMS IV K.";190012291;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.K.;4000080;21070;000000000;0000000;4900;2400;1200;800;500
"2022 VMS IV K.";190006057;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.K.;4000150;21070;000000000;0000000;15600;3200;5100;1900;5400
"2022 VMS IV K.";190007878;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.K.;4000152;21070;000000000;0000000;2700;700;1100;400;500
"2022 VMS IV K.";191663134;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.30.K.;4000240;21070;000000000;0000000;200;100;0;100;0
"2022 VMS IV K.";190978974;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.4.;4000150;21070;000000000;0000000;3600;5000;-1400;0;0
"2022 VMS IV K.";305586399;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.30.L.;4000030;21070;000000000;0000000;900;400;500;0;0
"2022 VMS IV K.";304856678;0000000;0205;201060101;09.01.01.01.;2.2.1.1.1.16.;4000030;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";191832470;0000000;0205;201060101;09.01.02.01.;2.1.1.1.1.1.;4000443;21070;000000000;0000000;32000;7200;12600;2500;9700
"2022 VMS IV K.";188710061;0000000;3M02;20503010301;06.02.01.01.;3.1.1.2.1.3.;3001587;20960;000000000;000000;32700;9000;25000;-1300;0
"2022 VMS IV K.";188710061;0000000;69;20503011001;06.02.01.01.;3.1.1.2.1.3.;3001636;20960;000000000;000000;5600;5600;0;0;0
"2022 VMS IV K.";188710061;0000000;3M02;20503011701;04.05.01.02.;3.1.1.2.1.3.;3001649;20960;000000000;000000;561000;40000;80000;250000;191000
"2022 VMS IV K.";188710061;0000000;21;208020119;09.05.01.01.;2.7.3.1.1.1.;1000140;188710061;000000000;000000;5000;1300;1200;1300;1200
"2022 VMS IV K.";188710061;0000000;01;20502030901;04.05.01.02.;3.1.1.2.1.3.;3000963;20920;000000000;000000;682500;133200;80100;-201600;670800
"2022 VMS IV K.";188710061;0000000;13;20710011201;06.02.01.01.;3.1.1.2.1.3.;3001822;21080;000000000;000000;450000;112500;112500;168700;56300
"2022 VMS IV K.";188710061;0000000;72;201100104;09.05.01.01.;2.8.1.1.1.2.;4040046;20970;000000000;000000;3700;3700;0;0;0
"2022 VMS IV K.";188710061;0000000;01;20301040111;07.06.01.02.;3.1.1.2.1.2.;6000885;21060;000000000;000000;299800;260000;39800;0;0
"2022 VMS IV K.";190032365;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;33200;6800;7100;1800;17500
"2022 VMS IV K.";191713231;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;29900;7200;7900;2100;12700
"2022 VMS IV K.";190004615;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;55700;10400;20400;3300;21600
"2022 VMS IV K.";190018554;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;7800;1800;2300;600;3100
"2022 VMS IV K.";290028510;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;16200;4500;3700;1700;6300
"2022 VMS IV K.";190031797;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;13000;2400;2600;900;7100
"2022 VMS IV K.";190021874;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;11700;3300;2700;900;4800
"2022 VMS IV K.";190016884;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;11800;3100;2700;1300;4700
"2022 VMS IV K.";290029950;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;15700;4100;3400;2100;6100
"2022 VMS IV K.";190032899;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000410;21070;000000000;0000000;19700;5500;4400;2200;7600
"2022 VMS IV K.";190661333;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000415;21070;000000000;0000000;62100;12600;21100;5600;22800
"2022 VMS IV K.";188710061;0000000;0265;202040201;10.04.01.40.;2.7.2.1.1.2.A.;4000415;21070;000000000;0000000;1405300;189000;323700;121800;770800
"2022 VMS IV K.";191221415;0000000;21;201100104;09.05.01.01.;2.1.1.1.1.1.;4040045;20970;000000000;000000;19100;7000;6100;0;6000
"2022 VMS IV K.";191221415;0000000;21;201100104;09.05.01.01.;2.2.1.1.1.21.;4040045;20970;000000000;000000;2000;1000;1000;0;0
"2022 VMS IV K.";290020620;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000438;21070;000000000;0000000;200;;200;0;0
"2022 VMS IV K.";291326310;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000438;21070;000000000;0000000;1600;;;100;1500
"2022 VMS IV K.";190021721;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;900;200;400;100;200
"2022 VMS IV K.";190012487;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;400;100;200;100;0
"2022 VMS IV K.";190023882;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;900;200;400;100;200
"2022 VMS IV K.";190012868;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;900;200;400;100;200
"2022 VMS IV K.";190017833;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;1000;200;400;200;200
"2022 VMS IV K.";190978974;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4000429;21070;000000000;0000000;133200;34200;57300;16400;25300
"2022 VMS IV K.";190012291;0000000;0205;201030104;09.01.02.01.;2.1.1.1.1.1.;4000435;21070;000000000;0000000;49200;13800;27900;6900;600
"2022 VMS IV K.";191665861;0000000;0205;201030104;09.01.02.01.;2.1.1.1.1.1.;4000435;21070;000000000;0000000;71900;17300;28700;5500;20400
"2022 VMS IV K.";190020434;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000439;21070;000000000;0000000;35000;8900;14900;3500;7700
"2022 VMS IV K.";190012715;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000439;21070;000000000;0000000;23200;5700;9500;1800;6200
"2022 VMS IV K.";190011951;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000439;21070;000000000;0000000;39800;10400;17300;6500;5600
"2022 VMS IV K.";190021155;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000439;21070;000000000;0000000;35100;8200;13700;2600;10600
"2022 VMS IV K.";190027560;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000441;21070;000000000;0000000;46200;11500;19000;3700;12000
"2022 VMS IV K.";190020968;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000438;21070;000000000;0000000;54800;13800;22800;7900;10300
"2022 VMS IV K.";190022442;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000438;21070;000000000;0000000;56300;14300;23800;4600;13600
"2022 VMS IV K.";190007497;0000000;69;201010102;09.02.01.01.;3.1.1.3.1.2.;4000134;21070;000000000;0000000;2401;2402;0;-1;0
"2022 VMS IV K.";190007878;0000000;69;201010102;09.02.02.01.;2.2.1.1.1.16.;4000135;21070;000000000;0000000;9696;14996;-5300;0;0
"2022 VMS IV K.";190016699;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000438;21070;000000000;0000000;55000;14000;23300;4600;13100
"2022 VMS IV K.";190000360;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000357;21070;000000000;0000000;200;;200;0;0
"2022 VMS IV K.";190981194;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4000432;21070;000000000;0000000;600;;600;0;0
"2022 VMS IV K.";190021721;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000438;21070;000000000;0000000;200;;200;0;0
"2022 VMS IV K.";190013589;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000438;21070;000000000;0000000;200;;;;200
"2022 VMS IV K.";190033652;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000438;21070;000000000;0000000;300;;300;0;0
"2022 VMS IV K.";190030542;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000440;21070;000000000;0000000;200;;;;200
"2022 VMS IV K.";190030161;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000441;21070;000000000;0000000;700;200;300;100;100
"2022 VMS IV K.";290023730;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000439;21070;000000000;0000000;600;200;300;100;0
"2022 VMS IV K.";190029198;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000439;21070;000000000;0000000;700;200;300;100;100
"2022 VMS IV K.";190017648;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000439;21070;000000000;0000000;600;200;300;100;0
"2022 VMS IV K.";190020587;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000439;21070;000000000;0000000;700;200;300;200;0
"2022 VMS IV K.";290008970;0000000;01;201010102;09.02.01.01.;2.7.3.1.1.1.;4000137;21070;000000000;0000000;300;300;0;0;0
"2022 VMS IV K.";190017267;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000439;21070;000000000;0000000;42800;10900;18000;9700;4200
"2022 VMS IV K.";190020587;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000439;21070;000000000;0000000;45700;11400;22800;8100;3400
"2022 VMS IV K.";190006438;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000354;21070;000000000;0000000;400;100;300;0;0
"2022 VMS IV K.";190012291;0000000;0205;201030104;09.01.02.01.;2.7.3.1.1.1.;4000435;21070;000000000;0000000;300;100;0;200;0
"2022 VMS IV K.";190018935;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000439;21070;000000000;0000000;200;100;0;100;0
"2022 VMS IV K.";190029045;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000439;21070;000000000;0000000;400;100;200;100;0
"2022 VMS IV K.";190016731;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000439;21070;000000000;0000000;400;100;100;200;0
"2022 VMS IV K.";190028662;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000439;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";188710061;0000000;13;20108010813;09.02.02.01.;3.1.1.2.1.2.;4018294;21070;000000000;0000000;3000;;3000;0;0
"2022 VMS IV K.";190031459;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.7.;4000145;21070;000000000;0000000;91;91;0;0;0
"2022 VMS IV K.";191738761;0000000;21;202020102;10.01.02.02.;2.1.1.1.1.1.;6000398;21040;000000000;000000;17200;;17200;0;0
"2022 VMS IV K.";190032899;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.K.;4000010;21070;000000000;0000000;1700;500;1600;0;-400
"2022 VMS IV K.";190021917;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.7.;4000010;21070;000000000;0000000;1900;1700;0;0;200
"2022 VMS IV K.";190009352;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;4000;700;1300;400;1600
"2022 VMS IV K.";188710061;0000000;3M02;20304010701;08.01.01.03.;3.1.1.2.1.3.;8000127;21080;000000000;000000;529600;132400;132400;198600;66200
"2022 VMS IV K.";190009352;0000000;0205;201010101;09.02.02.01.;2.2.1.1.1.30.L.;4000179;21070;000000000;0000000;14400;6200;9400;0;-1200
"2022 VMS IV K.";190009352;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000179;21070;000000000;0000000;6300;2500;3800;0;0
"2022 VMS IV K.";290004420;0000000;01;201110102;09.08.01.02.;2.2.1.1.1.30.L.;4000471;21070;000000000;0000000;3200;;3200;0;0
"2022 VMS IV K.";195007889;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4000170;21070;000000000;0000000;20000;4600;8400;1600;5400
"2022 VMS IV K.";190996278;0000000;20;201100106;09.05.01.01.;2.2.1.1.1.15.;4040020;20970;000000000;000000;194100;107000;50000;-2900;40000
"2022 VMS IV K.";195007889;0000000;0205;201010101;09.02.01.01.;2.2.1.1.1.16.;4000170;21070;000000000;0000000;6600;2400;5700;0;-1500
"2022 VMS IV K.";191713384;0000000;01;201110102;09.08.01.02.;2.2.1.1.1.30.L.;4000471;21070;000000000;0000000;3200;;;3200;0
"2022 VMS IV K.";190022595;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;1000;200;300;200;300
"2022 VMS IV K.";190016731;0000000;64;201090201;09.08.01.01.;3.1.1.3.1.2.;4000145;21070;000000000;0000000;1000;1000;0;0;0
"2022 VMS IV K.";300110243;0000000;01;204060101;08.02.01.06.;2.2.1.1.1.30.L.;4000640;21000;000000000;000000;10700;;5700;0;5000
"2022 VMS IV K.";190004387;0000000;21;201010102;09.02.02.01.;2.7.3.1.1.1.;4001199;21070;000000000;0000000;10000;;10000;0;0
"2022 VMS IV K.";191663515;0000000;21;201100104;09.05.01.01.;2.8.1.1.1.2.;4040045;20970;000000000;000000;2840;1200;1440;0;200
"2022 VMS IV K.";195474280;0000000;21;201010102;09.02.01.01.;2.7.3.1.1.1.;4001198;21070;000000000;0000000;3300;;3300;0;0
"2022 VMS IV K.";191664193;0000000;21;201100104;09.05.01.01.;2.1.1.1.1.1.;4040045;20970;000000000;000000;2600;;;;2600
"2022 VMS IV K.";191664193;0000000;21;201100104;09.05.01.01.;2.1.2.1.1.1.;4040045;20970;000000000;000000;100;;;;100
"2022 VMS IV K.";191664193;0000000;21;201100104;09.05.01.01.;2.8.1.1.1.2.;4040045;20970;000000000;000000;5900;2500;3000;0;400
"2022 VMS IV K.";190002226;0000000;0205;201010101;09.02.02.01.;2.2.1.1.1.21.;4000179;21070;000000000;0000000;3300;1300;1900;0;100
"2022 VMS IV K.";190002226;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000353;21070;000000000;0000000;200;;;;200
"2022 VMS IV K.";190002226;0000000;0205;201010101;09.02.02.01.;2.7.3.1.1.1.;4000354;21070;000000000;0000000;800;300;400;100;0
"2022 VMS IV K.";190034188;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4000428;21070;000000000;0000000;52300;13100;22000;11200;6000
"2022 VMS IV K.";190661671;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.2.;4000152;21070;000000000;0000000;42000;16000;8600;5200;12200
"2022 VMS IV K.";190022976;0000000;0205;201030104;09.01.02.01.;2.1.1.1.1.1.;4001417;21070;000000000;0000000;14700;3700;6100;1200;3700
"2022 VMS IV K.";190002379;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001418;21070;000000000;0000000;11800;3800;6200;1600;200
"2022 VMS IV K.";195003862;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001418;21070;000000000;0000000;28600;7500;13900;6400;800
"2022 VMS IV K.";195474280;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001418;21070;000000000;0000000;30500;7500;12500;2700;7800
"2022 VMS IV K.";290008970;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001418;21070;000000000;0000000;31200;7500;12600;2400;8700
"2022 VMS IV K.";190006057;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001418;21070;000000000;0000000;500;100;200;200;0
"2022 VMS IV K.";290004420;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001418;21070;000000000;0000000;500;100;200;200;0
"2022 VMS IV K.";190005293;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001419;21070;000000000;0000000;500;100;200;200;0
"2022 VMS IV K.";190661671;0000000;0205;201010101;09.02.02.01.;2.1.1.1.1.1.;4001420;21070;000000000;0000000;30400;7500;12400;2400;8100
"2022 VMS IV K.";191317260;0000000;0205;201010101;09.02.02.01.;2.1.1.1.1.1.;4001420;21070;000000000;0000000;23600;5700;9500;2000;6400
"2022 VMS IV K.";190009352;0000000;0205;201010101;09.02.02.01.;2.1.2.1.1.1.;4001420;21070;000000000;0000000;500;100;200;200;0
"2022 VMS IV K.";191317260;0000000;0205;201010101;09.02.02.01.;2.1.2.1.1.1.;4001420;21070;000000000;0000000;400;100;200;100;0
"2022 VMS IV K.";302817872;0000000;0205;201010101;09.02.02.01.;2.1.2.1.1.1.;4001420;21070;000000000;0000000;500;100;200;200;0
"2022 VMS IV K.";190008827;0000000;0205;201010101;09.02.02.01.;2.1.1.1.1.1.;4001421;21070;000000000;0000000;29800;7500;12600;2400;7300
"2022 VMS IV K.";195005870;0000000;0205;201010101;09.02.02.01.;2.1.1.1.1.1.;4001421;21070;000000000;0000000;29700;7500;12600;2400;7200
"2022 VMS IV K.";303524897;0000000;0205;201060101;09.01.02.01.;2.1.1.1.1.1.;4001422;21070;000000000;0000000;3600;800;1400;300;1100
"2022 VMS IV K.";304446323;0000000;0205;201060101;09.01.02.01.;2.1.1.1.1.1.;4001422;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";304925206;0000000;0205;201060101;09.01.02.01.;2.1.1.1.1.1.;4001422;21070;000000000;0000000;3700;700;1200;200;1600
"2022 VMS IV K.";302799036;0000000;0205;201060101;09.02.02.01.;2.1.1.1.1.1.;4001423;21070;000000000;0000000;2600;600;1100;200;700
"2022 VMS IV K.";304711088;0000000;0205;201060101;09.02.02.01.;2.1.1.1.1.1.;4001423;21070;000000000;0000000;800;200;300;100;200
"2022 VMS IV K.";191715392;0000000;0205;201060101;09.02.02.01.;2.1.2.1.1.1.;4001423;21070;000000000;0000000;200;200;0;0;0
"2022 VMS IV K.";191784577;0000000;0205;201060101;09.02.02.01.;2.1.2.1.1.1.;4001423;21070;000000000;0000000;300;300;0;0;0
"2022 VMS IV K.";191662185;0000000;01;201020101;09.05.01.01.;3.1.1.3.1.2.;4000240;21070;000000000;0000000;1300;;;1300;0
"2022 VMS IV K.";305635451;0000000;0205;201060101;09.02.02.01.;2.1.1.1.1.1.;4000347;21070;000000000;0000000;17200;3500;6100;1200;6400
"2022 VMS IV K.";190030542;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000011;21070;000000000;0000000;1100;300;400;400;0
"2022 VMS IV K.";190029611;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000010;21070;000000000;0000000;1100;300;400;400;0
"2022 VMS IV K.";190020968;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000010;21070;000000000;0000000;1000;300;400;300;0
"2022 VMS IV K.";190029198;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000010;21070;000000000;0000000;1000;300;400;300;0
"2022 VMS IV K.";190648058;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000011;21070;000000000;0000000;1000;300;400;300;0
"2022 VMS IV K.";190027941;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000010;21070;000000000;0000000;600;200;200;200;0
"2022 VMS IV K.";190021689;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.Z.;4000080;21070;000000000;0000000;1500;500;600;400;0
"2022 VMS IV K.";191713231;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.Z.;4000080;21070;000000000;0000000;1400;400;600;400;0
"2022 VMS IV K.";190032746;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.Z.;4000080;21070;000000000;0000000;1500;500;600;400;0
"2022 VMS IV K.";302589995;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.Z.;4000150;21070;000000000;0000000;6600;2000;2600;2000;0
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.Z.;4000152;21070;000000000;0000000;7300;2200;2900;2200;0
"2022 VMS IV K.";302522904;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.Z.;4000152;21070;000000000;0000000;2900;900;1200;800;0
"2022 VMS IV K.";190002411;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.Z.;4000150;21070;000000000;0000000;4400;1300;1800;1300;0
"2022 VMS IV K.";190007344;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.Z.;4000151;21070;000000000;0000000;2200;700;900;600;0
"2022 VMS IV K.";190004387;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.Z.;4000152;21070;000000000;0000000;2100;600;800;700;0
"2022 VMS IV K.";290008970;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.Z.;4000150;21070;000000000;0000000;3900;1200;1600;1100;0
"2022 VMS IV K.";302420714;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.Z.;4000150;21070;000000000;0000000;4700;1400;1900;1400;0
"2022 VMS IV K.";190000360;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.Z.;4000153;21070;000000000;0000000;3800;1100;1500;1200;0
"2022 VMS IV K.";191662566;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.30.Z.;4000240;21070;000000000;0000000;5600;1700;2200;1700;0
"2022 VMS IV K.";290013960;0000000;0205;201030104;09.01.02.01.;2.1.2.1.1.1.;4001416;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";304865385;0000000;0205;201030104;09.01.02.01.;2.1.2.1.1.1.;4001416;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";191722433;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001418;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190981237;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001418;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190016731;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000010;21070;000000000;0000000;1200;400;500;300;0
"2022 VMS IV K.";190013436;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.Z.;4000010;21070;000000000;0000000;700;200;300;200;0
"2022 VMS IV K.";191709681;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4001426;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";190014723;0000000;21;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001441;21070;000000000;0000000;2921;455;455;2111;-100
"2022 VMS IV K.";190026316;0000000;21;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001441;21070;000000000;0000000;1181;394;394;393;0
"2022 VMS IV K.";190017452;0000000;21;201030102;09.01.01.01.;2.2.1.1.1.1.;4001441;21070;000000000;0000000;418;139;139;140;0
"2022 VMS IV K.";191722433;0000000;0265;202040203;10.04.01.40.;2.1.2.1.1.1.;4000412;21070;000000000;0000000;4;;;;4
"2022 VMS IV K.";195003862;0000000;0265;202040203;10.04.01.40.;2.1.2.1.1.1.;4000412;21070;000000000;0000000;33;;;;33
"2022 VMS IV K.";290005860;0000000;0265;202040203;10.04.01.40.;2.1.2.1.1.1.;4000412;21070;000000000;0000000;4;;;;4
"2022 VMS IV K.";304028651;0000000;0265;202040203;10.04.01.40.;2.1.1.1.1.1.;4000412;21070;000000000;0000000;151;;;;151
"2022 VMS IV K.";305607530;0000000;0265;202040203;10.04.01.40.;2.1.2.1.1.1.;4000412;21070;000000000;0000000;1;;;;1
"2022 VMS IV K.";190030019;0000000;0265;202040203;10.04.01.40.;2.1.1.1.1.1.;4000412;21070;000000000;0000000;289;;;;289
"2022 VMS IV K.";190007344;0000000;0265;202040203;10.04.01.40.;2.1.2.1.1.1.;4000412;21070;000000000;0000000;19;;;;19
