Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
2.2.1.1.1.30.GR.	2.2.1.1.1.30.GR.	Gyvûnø registracijos lëðos	*		2010-05-31	.KITOS.253.	
2.2.1.1.1.30.H.	2.2.1.1.1.30.H.	Delegacijos	*			.KITOS.279.	
2.2.1.1.1.30.I.	2.2.1.1.1.30.I.	Ðiukðliø iðveþimas	*			.KITOS.280.	
2.2.1.1.1.30.K.	2.2.1.1.1.30.K.	Kitos iðlaidos	*			.KITOS.282.	
2.2.1.1.1.30.L.	2.2.1.1.1.30.L.	Kitos iðlaidos	*			.KITOS.283.	
2.2.1.1.1.30.M.	2.2.1.1.1.30.M.	Sveèiø maitinimas	*			.KITOS.284.	
2.2.1.1.1.30.N.	2.2.1.1.1.30.N.	Savivaldybiø asociacijos nario mokestis	*			.KITOS.285.	
2.2.1.1.1.30.O.	2.2.1.1.1.30.O.	Renginiø organizavimas	*			.KITOS.286.	
2.2.1.1.1.30.P.	2.2.1.1.1.30.P.	Pastatø ir statiniø remontas	*			.KITOS.287.	
2.2.1.1.1.30.PA.	2.2.1.1.1.30.PA.	Parama	*			.KITOS.266.	
2.2.1.1.1.30.R.	2.2.1.1.1.30.R.	Rinkimø lëðos	*			.KITOS.288.	
2.2.1.1.1.30.S.	2.2.1.1.1.30.S.	suvenyrai	*			.KITOS.289.	
2.2.1.1.1.30.SA.	2.2.1.1.1.30.SA.	Konkurso lëðos ( aprûpinimo skyrius)	*		2010-05-31	.KITOS.255.	
2.2.1.1.1.30.SB.	2.2.1.1.1.30.SB.	Konkurso lëðos ( aplinkos apsaugos skyrius)	*			.KITOS.267.	
2.2.1.1.1.30.SI.	2.2.1.1.1.30.SI.	Konkurso lëðos (informatikos skyrius)	*			.KITOS.268.	
2.2.1.1.1.30.SK.	2.2.1.1.1.30.SK.	Konkurso lëðos	*			.KITOS.269.	
2.2.1.1.1.30.ST.	2.2.1.1.1.30.ST.	Konkurso lëðos (tvarkos palaikymo skyrius)	*			.KITOS.270.	
2.2.1.1.1.30.SV.	2.2.1.1.1.30.SV.	Konkurso lëðos (vieðøjø pirkimø skyrius)	*			.KITOS.271.	
2.2.1.1.1.30.T.	2.2.1.1.1.30.T.	Vertimai	*			.KITOS.290.	
2.2.1.1.1.30.U.	2.2.1.1.1.30.U.	Kitos iðlaidos KIS ,,Savivaldybë"	*			.KITOS.291.	
2.2.1.1.1.30.V.	2.2.1.1.1.30.V.	Valymo darbai	*			.KITOS.292.	
2.2.1.1.1.30.W.	2.2.1.1.1.30.W.	Savivaldybës korupcijos prevencijos programos vykdymas	*			.KITOS.293.	
2.2.1.1.1.30.Y.	2.2.1.1.1.30.Y.	Vilniaus miesto savivaldybës atstovybës steigimas Briuselyje	*			.KITOS.281.	
2.2.1.1.1.30.Z.	2.2.1.1.1.30.Z.	Kitos iðlaidos	*			.KITOS.294.	
2.2.1.1.1.31.	2.2.1.1.1.31.	Asignavimø valdytojo pervedamos lëðos nepavaldþioms biudþetinëms ástaigoms ir kitiems subjektams pavedimams vykdyti	*			.KITOS.295.	
2.2.1.1.1.4.	2.2.1.1.1.4.	Elektros energija (nenaudojamas)	*		2011-02-22	.KITOS.232.	
2.2.1.1.1.5.	2.2.1.1.1.5.	Ryðiø paslaugos	*			.KITOS.242.	
2.2.1.1.1.6.	2.2.1.1.1.6.	Transporto iðlaikymas	*			.KITOS.243.	
2.2.1.1.1.7.	2.2.1.1.1.7.	Apranga ir patalynë	*			.KITOS.244.	
2.2.1.1.1.8.	2.2.1.1.1.8.	Spaudiniai	*			.KITOS.245.	
2.2.1.1.1.9.	2.2.1.1.1.9.	Ginklai ir karinë áranga	*			.KITOS.246.	
2.2.B	2.2.B	Prekiø ir paslaugø naudojimas	*			..235.Ne	
2.3.	2.3.	Turto iðlaidos	*			..297.	
2.3.1.	2.3.1.	Palûkanos	*			..298.	
2.3.1.1.	2.3.1.1.	Nerezidentams	*			..299.	
2.3.1.1.1.	2.3.1.1.1.	Nerezidentams	*			..300.	
2.3.1.1.1.1.	2.3.1.1.1.1.	Asignavimø valdytojø sumokëtos palûkanos	*			.KITOS.301.	
2.3.1.1.1.3.	2.3.1.1.1.3.	Savivaldybiø sumokëtos palûkanos (nerezidentams)	*			.KITOS.302.	
2.3.1.2.	2.3.1.2.	Rezidentams, kitiems nei valdþios sektorius (tik uþ tiesioginæ skolà)	*			..303.	
2.3.1.2.1.1.	2.3.1.2.1.1.	Asignavimø valdytojø sumokëtos palûkanos	*			.KITOS.304.	
2.3.1.2.1.3.	2.3.1.2.1.3.	Savivaldybiø sumokëtos palûkanos	*			.KITOS.305.	
2.3.1.3.	2.3.1.3.	Kitiems valdymo lygiams	*			..306.	
2.3.1.3.1.1.	2.3.1.3.1.1.	Valstybës biudþetui	*			.KITOS.307.	
2.3.1.3.1.2.	2.3.1.3.1.2.	Savivaldybiø biudþetams	*			.KITOS.308.	
2.3.1.3.1.3.	2.3.1.3.1.3.	Nebiudþetiniams fondams	*			.KITOS.309.	
2.3.2.	2.3.2.	Nuoma	*			..310.	
2.3.2.1.1.1.	2.3.2.1.1.1.	Nuoma uþ þemæ, þemës gelmiø iðteklius ir kità atsirandantá gamtoje turtà	*			.KITOS.311.	
2.3.B	2.3.B	Turto iðlaidos	*			..296.Ne	
2.4.	2.4.	Subsidijos	*			..313.	
2.4.1.	2.4.1.	Subsidijos ið biudþeto lëðø	*			..314.	
2.4.1.1.1.2.	2.4.1.1.1.2.	Subsidijos gaminiams	*			.KITOS.315.	
2.4.1.1.1.3.	2.4.1.1.1.3.	Subsidijos gamybai	*			.KITOS.316.	
2.4.B	2.4.B	Subsidijos	*			..312.Ne	
2.5.	2.5.	Dotacijos	*			..318.	
2.5.1.	2.5.1.	Dotacijos uþsienio valstybëms	*			..319.	
2.5.1.1.1.1.	2.5.1.1.1.1.	Einamiesiems tikslams	*			.KITOS.320.	
2.5.1.1.1.2.	2.5.1.1.1.2.	Kapitalui formuoti	*			.KITOS.321.	
2.5.2.	2.5.2.	Dotacijos tarptautinëms organizacijoms	*			..322.	
2.5.2.1.1.1.	2.5.2.1.1.1.	Einamiesiems tikslams	*			.KITOS.323.	
2.5.2.1.1.2.	2.5.2.1.1.2.	Kapitalui formuoti	*			.KITOS.324.	
2.5.3.	2.5.3.	Dotacijos kitiems valdymo lygiams	*			..325.	
2.5.3.1.1.1.	2.5.3.1.1.1.	Einamiesiems tikslams	*			.KITOS.326.	
2.5.3.1.1.2.	2.5.3.1.1.2.	Kapitalui formuoti	*			.KITOS.327.	
2.5.B	2.5.B	Dotacijos	*			..317.Ne	
2.6.B	2.6.B	Nenaudojama				..328.Ne	
2.7.	2.7.	Socialinës iðmokos (paðalpos)	*			..330.	
2.7.2.	2.7.2.	Socialinë parama (socialinës paramos paðalpos)	*			.KITOS.331.	
2.7.2.1.1.1.	2.7.2.1.1.1.	Socialinë parama pinigais	*			.KITOS.332.	
2.7.2.1.1.1.A.	2.7.2.1.1.1.A.	 ið jø : nemokamas moksleiviø maitinimas	*			.KITOS.333.	
2.7.2.1.1.1.B.	2.7.2.1.1.1.B.	           kompensacijos uþ ðildymà	*			.KITOS.334.	
2.7.2.1.1.1.C.	2.7.2.1.1.1.C.	           kompensacijos uþ karðtà vandená	*			.KITOS.335.	
2.7.2.1.1.1.D.	2.7.2.1.1.1.D.	           kompensacijos uþ ðaltà vandená	*			.KITOS.336.	
2.7.2.1.1.1.E.	2.7.2.1.1.1.E.	           vaþiavimo keleiviniu transportu lengvatos	*			.KITOS.337.	
2.7.2.1.1.1.F.	2.7.2.1.1.1.F.	kita neiðvardinta parama	*			.KITOS.338.	
2.7.2.1.1.2.	2.7.2.1.1.2.	Socialinë parama natûra	*			.KITOS.339.	
2.7.3.	2.7.3.	Darbdaviø socialinë parama	*			..340.	
2.7.3.1.1.1.	2.7.3.1.1.1.	Darbdaviø socialinë parama pinigais	*			.KITOS.341.	
2.7.3.1.1.2.	2.7.3.1.1.2.	Darbdaviø socialinë parama natûra	*			.KITOS.342.	
2.7.B	2.7.B	Socialinës iðmokos (paðalpos)	*			..329.Ne	
2.8.	2.8.	Kitos iðlaidos	*			..344.	
2.8.1.	2.8.1.	Kitos iðlaidos	*			..345.	
2.8.1.1.	2.8.1.1.	Einamiesiems tikslams	*			..346.	
2.8.1.1.1.1.	2.8.1.1.1.1.	Stipendijoms	*			.KITOS.347.	
2.8.1.1.1.2.	2.8.1.1.1.2.	Kitiems einamiesiems tikslams	*			.KITOS.348.	
2.8.1.2.	2.8.1.2.	Kapitalui formuoti	*			..349.	
2.8.1.2.1.	2.8.1.2.1.	Pervedamos lëðos (kapitalui formuoti)	*			.KITOS.350.	
2.8.1.2.1.1.	2.8.1.2.1.1.	Pervedamos lëðos (kapitalui formuoti)	*			.KITOS.351.	
2.8.B	2.8.B	Kitos iðlaidos	*			..343.Ne	
2.9.	2.9.	Pervedamos Europos Sàjungos, kitos tarptautinës finansinës paramos ir bendrojo finansavimo lëðos	*			..353.	
2.9.1.	2.9.1.	Subsidijos ið Europos Sàjungos ir kitos tarptautinës finansinës paramos lëðø (ne valdþios sektoriui)	*			..354.	
2.9.1.1.	2.9.1.1.	Subsidijos	*			..355.	
2.9.1.1.1.	2.9.1.1.1.	Subsidijos	*			..356.	
2.9.1.1.1.1.	2.9.1.1.1.1.	Subsidijos	*			.KITOS.357.	
2.9.2.	2.9.2.	Pervedamos Europos Sàjungos, kitos tarptautinës finansinës paramos ir bendrojo finansavimo lëðos	*			..358.	
2.9.2.1.	2.9.2.1.	Einamiesiems tikslams	*			..359.	
2.9.2.1.1.	2.9.2.1.1.	Einamiesiems tikslams	*			..360.	
2.9.2.1.1.1.	2.9.2.1.1.1.	Einamiesiems tikslams savivaldybëms	*			.KITOS.361.	
2.9.2.1.1.2.	2.9.2.1.1.2.	Einamiesiems tikslams kitiems valdþios sektoriaus subjektams	*			.KITOS.362.	
2.9.2.1.1.3.	2.9.2.1.1.3.	Einamiesiems tikslams ne valdþios sektoriui	*			.KITOS.363.	
2.9.2.2.	2.9.2.2.	Kapitalui formuoti	*			..364.	
2.9.2.2.1.1.	2.9.2.2.1.1.	Investicijos skirtos savivaldybëms	*			.KITOS.365.	
2.9.2.2.1.2.	2.9.2.2.1.2.	Investicijos kitiems valdþios sektoriaus subjektams	*			.KITOS.366.	
2.9.2.2.1.3.	2.9.2.2.1.3.	Investicijos ne valdþios sektoriui	*			.KITOS.367.	
2.9.B	2.9.B	Pervedamos Europos Sàjungos finansinës paramos ir bendrojo finansavimo lëðos	*			..352.Ne	
2B	2B	IÐLAIDOS				..4.Ne	
3.	3.	SANDORIAI DËL MATERIALIOJO IR NEMATERIALIOJO TURTO BEI FINANSINIØ ÁSIPAREIGOJIMØ VYKDYMAS	*			..370.	
3.1.	3.1.	MATERIALIOJO IR NEMATERIALIOJO TURTO ÁSIGIJIMO IÐLAIDOS	*			.TURTUI.374.	
3.1.1.	3.1.1.	Ilgalaikio materialiojo turto kûrimas ir ásigijimas	*			.TURTUI.378.	
3.1.1.1.	3.1.1.1.	Þemë	*			.TURTUI.381.	
3.1.1.1.1.	3.1.1.1.1.	Þemë	*			.TURTUI.384.	
3.1.1.1.1.1.	3.1.1.1.1.1.	Þemë	*			.TURTUI.386.	
3.1.1.1.1.1.D	3.1.1.1.1.1.D	3.1.1.1.1.1.D	*			..387.Ne	
3.1.1.1.1.1.I.	3.1.1.1.1.1.I.	Þemë	*		2011-05-16	.TURTUI.375.	
3.1.1.1.1.1.P.	3.1.1.1.1.1.P.	Þemë	*			.PAJAMOS.388.	
3.1.1.1.1.2.	3.1.1.1.1.2.	Þemës gelmiø iðtekliai	*		2014-06-26	.TURTUI.379.	
3.1.1.1.1.2.D	3.1.1.1.1.2.D	3.1.1.1.1.2.D	*		2014-06-26	..380.Ne	
3.1.1.1.1.2.I.	3.1.1.1.1.2.I.	Þemës gelmiø iðtekliai	*		2011-05-16	.TURTUI.378.Taip	
3.1.1.1.1.2.P.	3.1.1.1.1.2.P.	Þemës gelmiø iðtekliai	*		2014-06-26	.PAJAMOS.381.	
3.1.1.1.1.3.	3.1.1.1.1.3.	Kitas atsirandantis gamtoje turtas	*		2014-06-26	.TURTUI.382.	
3.1.1.1.1.3.D	3.1.1.1.1.3.D	3.1.1.1.1.3.D	*		2014-06-26	..383.Ne	
3.1.1.1.1.3.I.	3.1.1.1.1.3.I.	Kitas atsirandantis gamtoje turtas	*		2011-05-16	.TURTUI.381.Taip	
3.1.1.1.1.3.P.	3.1.1.1.1.3.P.	Kitas atsirandantis gamtoje turtas	*		2014-06-26	.PAJAMOS.384.	
3.1.1.1.1.P.	3.1.1.1.1.P.	Þemë ir þemës gelmiø iðtekliai	*			..385.	
3.1.1.1.I.	3.1.1.1.I.	Þemë	*			..382.Ne	
3.1.1.1.P.	3.1.1.1.P.	Þemë	*			..383.	
3.1.1.2.	3.1.1.2.	Pastatai ir statiniai	*			.TURTUI.389.	
3.1.1.2.1.	3.1.1.2.1.	Pastatai ir statiniai	*			.TURTUI.392.	
3.1.1.2.1.1.	3.1.1.2.1.1.	Gyvenamieji namai	*			.TURTUI.394.	
3.1.1.2.1.1.D	3.1.1.2.1.1.D	3.1.1.2.1.1.D	*			..395.Ne	
3.1.1.2.1.1.I.	3.1.1.2.1.1.I.	Gyvenamieji namai	*		2011-05-16	.TURTUI.390.Taip	
3.1.1.2.1.1.P.	3.1.1.2.1.1.P.	Gyvenamieji namai	*			.PAJAMOS.396.	
3.1.1.2.1.2.	3.1.1.2.1.2.	Negyvenamieji pastatai	*			.TURTUI.397.	
3.1.1.2.1.2.D	3.1.1.2.1.2.D	3.1.1.2.1.2.D	*			..398.Ne	
3.1.1.2.1.2.I.	3.1.1.2.1.2.I.	Negyvenamieji pastatai	*		2011-05-16	.TURTUI.394.Taip	
3.1.1.2.1.2.P.	3.1.1.2.1.2.P.	Negyvenamieji pastatai	*		2010-12-31	.PAJAMOS.395.	
3.1.1.2.1.3.	3.1.1.2.1.3.	Kiti pastatai ir statiniai	*			.TURTUI.399.	
3.1.1.2.1.3.D	3.1.1.2.1.3.D	3.1.1.2.1.3.D	*			..400.Ne	
3.1.1.2.1.3.I.	3.1.1.2.1.3.I.	Kiti pastatai ir statiniai	*		2011-05-16	.TURTUI.398.Taip	
3.1.1.2.1.3.P.	3.1.1.2.1.3.P.	Kiti pastatai ir statiniai	*			.PAJAMOS.401.	
3.1.1.2.1.P.	3.1.1.2.1.P.	Pastatai ir statiniai	*			..393.	
3.1.1.2.I.	3.1.1.2.I.	Pastatai ir statiniai	*			..390.Ne	
3.1.1.2.P.	3.1.1.2.P.	Pastatø ir statiniø realizavimo pajamos	*			..391.	
3.1.1.3.	3.1.1.3.	Maðinos ir árenginiai	*			.TURTUI.402.	
3.1.1.3.1.	3.1.1.3.1.	Maðinos ir árenginiai	*			.TURTUI.405.	
3.1.1.3.1.1.	3.1.1.3.1.1.	Transporto priemonës	*			.TURTUI.407.	
3.1.1.3.1.1.D	3.1.1.3.1.1.D	3.1.1.3.1.1.D	*			..408.Ne	
3.1.1.3.1.1.I.	3.1.1.3.1.1.I.	Transporto priemonës	*		2011-05-16	.TURTUI.407.	
3.1.1.3.1.1.P.	3.1.1.3.1.1.P.	Transporto priemonës	*			.PAJAMOS.409.	
3.1.1.3.1.2.	3.1.1.3.1.2.	Kitos maðinos ir árenginiai	*			.TURTUI.411.	
3.1.1.3.1.2.D	3.1.1.3.1.2.D	3.1.1.3.1.2.D	*			..410.Ne	
3.1.1.3.1.2.I.	3.1.1.3.1.2.I.	Kitos maðinos ir árenginiai	*		2011-05-16	.TURTUI.411.	
3.1.1.3.1.2.P.	3.1.1.3.1.2.P.	Kitos maðinos ir árenginiai	*			.PAJAMOS.412.	
3.1.1.3.1.3.	3.1.1.3.1.3.	Ginklai ir karinë áranga	*	2014-06-26		.TURTUI.413.	
3.1.1.3.1.P.	3.1.1.3.1.P.	Maðinos ir árenginiai	*			..406.	
3.1.1.3.I.	3.1.1.3.I.	Maðinos ir árenginiai	*			..403.Ne	
3.1.1.3.P.	3.1.1.3.P.	Maðinø ir árenginiø realizavimo pajamos	*			..404.	
3.1.1.4.	3.1.1.4.	Vertybës	*			.TURTUI.414.	
3.1.1.4.1.	3.1.1.4.1.	Vertybës	*			.TURTUI.417.	
3.1.1.4.1.1.	3.1.1.4.1.1.	Muziejinës vertybës	*			.TURTUI.420.	
3.1.1.4.1.1.D	3.1.1.4.1.1.D	3.1.1.4.1.1.D	*			..419.Ne	
3.1.1.4.1.1.I.	3.1.1.4.1.1.I.	Muziejinës vertybës	*		2011-05-16	.TURTUI.420.	
3.1.1.4.1.1.P.	3.1.1.4.1.1.P.	Muziejinës vertybës	*			.PAJAMOS.421.	
3.1.1.4.1.2.	3.1.1.4.1.2.	Antikvariniai ir kiti meno kûriniai	*			.TURTUI.422.	
3.1.1.4.1.2.D	3.1.1.4.1.2.D	3.1.1.4.1.2.D	*			..423.Ne	
3.1.1.4.1.2.I.	3.1.1.4.1.2.I.	Antikvariniai ir kiti meno kûriniai	*		2011-05-16	.TURTUI.424.	
3.1.1.4.1.2.P.	3.1.1.4.1.2.P.	Antikvariniai ir kiti meno kûriniai	*			.PAJAMOS.424.	
3.1.1.4.1.3.	3.1.1.4.1.3.	Kitos vertybës	*			.TURTUI.426.	
3.1.1.4.1.3.D	3.1.1.4.1.3.D	3.1.1.4.1.3.D	*			..425.Ne	
3.1.1.4.1.3.I.	3.1.1.4.1.3.I.	Kitos vertybës	*		2011-05-16	.TURTUI.428.	
3.1.1.4.1.3.P.	3.1.1.4.1.3.P.	Kitos vertybës	*			.PAJAMOS.427.	
3.1.1.4.1.P.	3.1.1.4.1.P.	Vertybës	*			..418.	
3.1.1.4.I.	3.1.1.4.I.	Vertybës	*			..415.Ne	
3.1.1.4.P.	3.1.1.4.P.	Vertybiø realizavimo pajamos	*			..416.	
3.1.1.5.	3.1.1.5.	Kitas ilgalaikis materialusis turtas	*			..428.	
3.1.1.5.1.	3.1.1.5.1.	Kitas ilgalaikis materialusis turtas	*			..431.	
3.1.1.5.1.1.	3.1.1.5.1.1.	Kitas ilgalaikis materialusis turtas	*			.TURTUI.433.	
3.1.1.5.1.1.P.	3.1.1.5.1.1.P.	Kitas ilgalaikis materialusis turtas	*			.PAJAMOS.434.	
3.1.1.5.1.2.	3.1.1.5.1.2.	Vaismedþiai ir kiti daugiameèiai sodiniai	*		2014-06-26	.TURTUI.431.	
3.1.1.5.1.2.D	3.1.1.5.1.2.D	3.1.1.5.1.2.D	*		2014-06-26	..432.Ne	
3.1.1.5.1.2.I.	3.1.1.5.1.2.I.	Vaismedþiai ir kiti daugiameèiai sodiniai	*		2011-05-16	.TURTUI.438.	
3.1.1.5.1.2.P.	3.1.1.5.1.2.P.	Vaismedþiai ir kiti daugiameèiai sodiniai	*		2014-06-26	.PAJAMOS.433.	
3.1.1.5.1.3.	3.1.1.5.1.3.	Kitas ilgalaikis materialusis turtas	*			.TURTUI.436.	
3.1.1.5.1.3.D	3.1.1.5.1.3.D	3.1.1.5.1.3.D	*			..435.Ne	
3.1.1.5.1.3.I.	3.1.1.5.1.3.I.	Kitas ilgalaikis materialusis turtas	*		2011-05-16	.TURTUI.442.	
3.1.1.5.1.3.P.	3.1.1.5.1.3.P.	Kitas ilgalaikis materialusis turtas	*			.PAJAMOS.437.	
3.1.1.5.1.P.	3.1.1.5.1.P.	Kitas ilgalaikis materialusis turtas	*			..432.	
3.1.1.5.I.	3.1.1.5.I.	Kitas ilgalaikis materialusis turtas	*			..429.Ne	
3.1.1.5.P.	3.1.1.5.P.	Kito ilgalaikio materialiojo turto realizavimo	*			..430.	
3.1.1.I.	3.1.1.I.	Ilgalaikio materialiojo turto kûrimas ir ásigijimas	*			..379.Ne	
3.1.1.P.	3.1.1.P.	Ilgalaikio materialiojo turto realizavimo pajamos	*			..380.	
3.1.2.	3.1.2.	Nematerialiojo turto kûrimas ir ásigijimas	*			.TURTUI.438.	
3.1.2.1.	3.1.2.1.	Nematerialusis turtas	*			.TURTUI.441.	
3.1.2.1.1.	3.1.2.1.1.	Nematerialusis turtas	*			.TURTUI.444.	
3.1.2.1.1.1.	3.1.2.1.1.1.	Naudingøjø iðkasenø þvalgymo darbai	*			.TURTUI.446.	
3.1.2.1.1.1.D	3.1.2.1.1.1.D	3.1.2.1.1.1.D	*			..447.Ne	
3.1.2.1.1.1.I.	3.1.2.1.1.1.I.	Naudingøjø iðkasenø þvalgymo darbai	*		2011-05-16	.TURTUI.454.	
3.1.2.1.1.1.P.	3.1.2.1.1.1.P.	Naudingøjø iðkasenø þvalgymo darbai	*			.PAJAMOS.448.	
3.1.2.1.1.2.	3.1.2.1.1.2.	Kompiuterinë programinë áranga, kompiuterinës programinës árangos licencijos	*			.TURTUI.449.	
3.1.2.1.1.2.D	3.1.2.1.1.2.D	3.1.2.1.1.2.D	*			..450.Ne	
3.1.2.1.1.2.I.	3.1.2.1.1.2.I.	Kompiuterinë programinë áranga, kompiuterinës programinës árangos licencijos	*		2011-05-16	.TURTUI.458.	
3.1.2.1.1.2.P.	3.1.2.1.1.2.P.	Kompiuterinë programinë áranga	*			.PAJAMOS.451.	
3.1.2.1.1.3.	3.1.2.1.1.3.	Patentai	*			.TURTUI.452.	
3.1.2.1.1.3.D	3.1.2.1.1.3.D	3.1.2.1.1.3.D	*			..453.Ne	
3.1.2.1.1.3.I.	3.1.2.1.1.3.I.	Patentai	*		2011-05-16	.TURTUI.462.	
3.1.2.1.1.3.P.	3.1.2.1.1.3.P.	Patentai, licencijos	*			.PAJAMOS.454.	
3.1.2.1.1.4.	3.1.2.1.1.4.	Literatûros ir meno kûriniai	*			.TURTUI.455.	
3.1.2.1.1.4.D	3.1.2.1.1.4.D	3.1.2.1.1.4.D	*			..456.Ne	
3.1.2.1.1.4.I.	3.1.2.1.1.4.I.	Literatûros ir meno kûriniai	*		2011-05-16	.TURTUI.466.	
3.1.2.1.1.4.P.	3.1.2.1.1.4.P.	Literatûros ir meno kûriniai	*			.PAJAMOS.457.	
3.1.2.1.1.5.	3.1.2.1.1.5.	Kitas nematerialusis turtas	*			.TURTUI.458.	
3.1.2.1.1.5.D	3.1.2.1.1.5.D	3.1.2.1.1.5.D	*			..459.Ne	
3.1.2.1.1.5.I.	3.1.2.1.1.5.I.	Kitas nematerialusis turtas	*		2011-05-16	.TURTUI.470.	
3.1.2.1.1.5.P.	3.1.2.1.1.5.P.	Kitas nematerialusis turtas	*			.PAJAMOS.460.	
3.1.2.1.1.P.	3.1.2.1.1.P.	Nematerialusis turtas	*			..445.	
3.1.2.1.I.	3.1.2.1.I.	Nematerialusis turtas	*			..442.Ne	
3.1.2.1.P.	3.1.2.1.P.	Nematerialiojo turto realizavimo pajamos	*			..443.	
3.1.2.I.	3.1.2.I.	Nematerialiojo turto kûrimas ir ásigijimas	*			..439.Ne	
3.1.2.P.	3.1.2.P.	Nematerialiojo turto realizavimo pajamos	*			..440.	
3.1.3.	3.1.3.	Atsargø kûrimas ir ásigijimas	*			.TURTUI.461.	
3.1.3.1.	3.1.3.1.	Strateginës ir nelieèiamosios atsargos	*			.TURTUI.463.	
3.1.3.1.1.	3.1.3.1.1.	Strateginës ir nelieèiamosios atsargos	*			.TURTUI.465.	
3.1.3.1.1.1.	3.1.3.1.1.1.	Strateginës ir nelieèiamosios atsargos	*			.TURTUI.467.	
3.1.3.1.1.1.P.	3.1.3.1.1.1.P.	Strateginës ir nelieèiamosios atsargos	*			.PAJAMOS.468.	
3.1.3.1.1.P.	3.1.3.1.1.P.	Strateginës ir nelieèiamosios atsargos	*			..466.	
3.1.3.1.P.	3.1.3.1.P.	Strateginës ir nelieèiamosios atsargos	*			..464.	
3.1.3.2.	3.1.3.2.	Kitos atsargos	*			.TURTUI.469.	
3.1.3.2.1.	3.1.3.2.1.	Kitos atsargos	*			.TURTUI.471.	
3.1.3.2.1.1.	3.1.3.2.1.1.	Þaliavos ir medþiagos	*			.TURTUI.473.	
3.1.3.2.1.1.P.	3.1.3.2.1.1.P.	Þaliavos ir medþiagos	*			.PAJAMOS.474.	
3.1.3.2.1.2.	3.1.3.2.1.2.	Nebaigta gamyba	*			.TURTUI.475.	
3.1.3.2.1.2.P.	3.1.3.2.1.2.P.	Nebaigta gamyba	*			.PAJAMOS.476.	
3.1.3.2.1.3.	3.1.3.2.1.3.	Pagaminta produkcija	*			.TURTUI.477.	
3.1.3.2.1.3.P.	3.1.3.2.1.3.P.	Pagaminta produkcija	*			.PAJAMOS.478.	
3.1.3.2.1.4.	3.1.3.2.1.4.	Pirktos prekës, skirtos parduoti	*			.TURTUI.479.	
3.1.3.2.1.4.P.	3.1.3.2.1.4.P.	Pirktos prekës, skirtos parduoti	*			.PAJAMOS.480.	
3.1.3.2.1.5.	3.1.3.2.1.5.	Karinës atsargos	*	2014-06-26		.TURTUI.481.	
3.1.3.2.1.P.	3.1.3.2.1.P.	Kitos atsargos	*			..472.	
3.1.3.2.P.	3.1.3.2.P.	Kitos atsargos	*			..470.	
3.1.3.P.	3.1.3.P.	Atsargø realizavimo pajamos	*			..462.	
3.1.4.	3.1.4.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*			.TURTUI.482.	
3.1.4.1.	3.1.4.1.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*			.TURTUI.484.	
3.1.4.1.1.	3.1.4.1.1.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*			.TURTUI.486.	
3.1.4.1.1.1.	3.1.4.1.1.1.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*			.TURTUI.487.	
3.1.4.1.1.1.D	3.1.4.1.1.1.D	3.1.4.1.1.1.D	*			..488.Ne	
3.1.4.1.1.1.I.	3.1.4.1.1.1.I.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*		2011-05-16	.TURTUI.500.	
3.1.4.1.1.I.	3.1.4.1.1.I.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*		2011-05-16	.TURTUI.497.	
3.1.4.1.I.	3.1.4.1.I.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu      	*			..485.Ne	
3.1.4.I.	3.1.4.I.	Ilgalaikio turto ásigijimas finansinës nuomos (lizingo) bûdu	*			..483.Ne	
3.1.5.	3.1.5.	Biologinis turtas ir mineraliniai iðtekliai	*			.TURTUI.489.	
3.1.5.1.	3.1.5.1.	Biologinis turtas ir mineraliniai iðtekliai	*			.TURTUI.491.	
3.1.5.1.1.	3.1.5.1.1.	Biologinis turtas ir mineraliniai iðtekliai	*			.TURTUI.493.	
3.1.5.1.1.1.	3.1.5.1.1.1.	Þemës gelmiø iðtekliai	*			.TURTUI.495.	
3.1.5.1.1.1.D	3.1.5.1.1.1.D	3.1.5.1.1.1.D	*			..496.Ne	
3.1.5.1.1.1.I.	3.1.5.1.1.1.I.	Þemës gelmiø iðtekliai	*		2011-05-16	.TURTUI.509.	
3.1.5.1.1.2.	3.1.5.1.1.2.	Gyvuliai ir kiti gyvûnai	*			.TURTUI.497.	
3.1.5.1.1.2.D	3.1.5.1.1.2.D	3.1.5.1.1.2.D	*			..498.Ne	
3.1.5.1.1.2.I.	3.1.5.1.1.2.I.	Gyvuliai ir kiti gyvûnai	*		2011-05-16	.TURTUI.512.	
3.1.5.1.1.3.	3.1.5.1.1.3.	Vaismedþiai ir kiti daugiameèiai sodiniai	*			.TURTUI.500.	
3.1.5.1.1.3.D	3.1.5.1.1.3.D	3.1.5.1.1.3.D	*			..499.Ne	
